Season,Team,Conf,Class,Pos,G,Att,Yds,Y/A,TD,Y/G,Rec,Yds.1,Y/R,TD.1,Y/G.1,Plays,Yds.2,Avg,TD.2,Awards,Player
2017*,Clemson,ACC,FR,RB,13,107,766,7.2,13,58.9,5,57,11.4,0,4.4,112,823,7.3,13,,Travis Etienne
2018*,Clemson,ACC,SO,RB,15,204,1658,8.1,24,110.5,12,78,6.5,2,5.2,216,1736,8.0,26,H-7,Travis Etienne
2019*,Clemson,ACC,JR,RB,15,207,1614,7.8,19,107.6,37,432,11.7,4,28.8,244,2046,8.4,23,H-9,Travis Etienne
2020*,Clemson,ACC,SR,RB,12,168,914,5.4,14,76.2,48,588,12.3,2,49.0,216,1502,7.0,16,AA,Travis Etienne
Career,Career,Career,Career,RB,55,686,4952,7.2,70,90.0,102,1155,11.3,8,21.0,788,6107,7.8,78,,Travis Etienne
