Season,Team,Conf,Class,Pos,G,Att,Yds,Y/A,TD,Y/G,Rec,Yds.1,Y/R,TD.1,Y/G.1,Plays,Yds.2,Avg,TD.2,Awards,Player
2011*,Nebraska,Big Ten,FR,RB,13,42,150,3.6,3,11.5,1,11,11.0,0,0.8,43,161,3.7,3,,Ameer Abdullah
2012*,Nebraska,Big Ten,SO,RB,14,226,1137,5.0,8,81.2,24,178,7.4,2,12.7,250,1315,5.3,10,,Ameer Abdullah
2013*,Nebraska,Big Ten,JR,RB,13,281,1690,6.0,9,130.0,26,232,8.9,2,17.8,307,1922,6.3,11,,Ameer Abdullah
2014*,Nebraska,Big Ten,SR,RB,13,264,1611,6.1,19,123.9,22,269,12.2,3,20.7,286,1880,6.6,22,,Ameer Abdullah
Career,Career,Career,Career,RB,53,813,4588,5.6,39,86.6,73,690,9.5,7,13.0,886,5278,6.0,46,,Ameer Abdullah
