Season,Team,Conf,Class,Pos,G,Rec,Yds,Y/R,TD,Y/G,Att,Yds.1,Y/A,TD.1,Y/G.1,Plays,Yds.2,Avg,TD.2,Awards,Player
2014*,Ohio State,Big Ten,,WR,1,0,0,,0,0.0,0,0,,0,0.0,0,0,,0,,Parris Campbell
2015*,Ohio State,Big Ten,FR,WR,8,0,0,,0,0.0,0,0,,0,0.0,0,0,,0,,Parris Campbell
2016*,Ohio State,Big Ten,SO,WR,13,13,121,9.3,0,9.3,4,54,13.5,1,4.2,17,175,10.3,1,,Parris Campbell
2017*,Ohio State,Big Ten,JR,WR,13,40,584,14.6,3,44.9,10,132,13.2,1,10.2,50,716,14.3,4,,Parris Campbell
2018*,Ohio State,Big Ten,SR,WR,14,90,1063,11.8,12,75.9,9,24,2.7,0,1.7,99,1087,11.0,12,,Parris Campbell
Career,Career,Career,Career,WR,49,143,1768,12.4,15,36.1,23,210,9.1,2,4.3,166,1978,11.9,17,,Parris Campbell
