Season,Team,Conf,Class,Pos,G,Rec,Yds,Y/R,TD,Y/G,Att,Yds.1,Y/A,TD.1,Y/G.1,Plays,Yds.2,Avg,TD.2,Awards,Player
2019*,Penn State,Big Ten,FR,TE,2,1,4,4.0,1,2.0,0,0,,0,0.0,1,4,4.0,1,,Brenton Strange
2020,Penn State,Big Ten,FR,TE,9,17,164,9.6,2,18.2,0,0,,0,0.0,17,164,9.6,2,,Brenton Strange
2021*,Penn State,Big Ten,SO,TE,13,20,225,11.3,3,17.3,0,0,,0,0.0,20,225,11.3,3,,Brenton Strange
2022*,Penn State,Big Ten,JR,TE,13,32,362,11.3,5,27.8,1,0,0.0,0,0.0,33,362,11.0,5,,Brenton Strange
Career,Career,Career,Career,TE,37,70,755,10.8,11,20.4,1,0,0.0,0,0.0,71,755,10.6,11,,Brenton Strange
