Season,Team,Conf,Class,Pos,G,Rec,Yds,Y/R,TD,Y/G,Att,Yds.1,Y/A,TD.1,Y/G.1,Plays,Yds.2,Avg,TD.2,Awards,Player
2017*,LSU,SEC,FR,WR,6,0,0,,0,0.0,1,4,4.0,0,0.7,1,4,4.0,0,,Justin Jefferson
2018*,LSU,SEC,SO,WR,13,54,875,16.2,6,67.3,5,26,5.2,0,2.0,59,901,15.3,6,,Justin Jefferson
2019*,LSU,SEC,JR,WR,15,111,1540,13.9,18,102.7,0,0,,0,0.0,111,1540,13.9,18,,Justin Jefferson
Career,Career,Career,Career,WR,34,165,2415,14.6,24,71.0,6,30,5.0,0,0.9,171,2445,14.3,24,,Justin Jefferson
