Season,Team,Conf,Class,Pos,G,Rec,Yds,Y/R,TD,Y/G,Att,Yds.1,Y/A,TD.1,Y/G.1,Plays,Yds.2,Avg,TD.2,Awards,Player
2016*,Baylor,Big 12,FR,WR,10,4,24,6.0,0,2.4,0,0,,0,0.0,4,24,6.0,0,,Denzel Mims
2017,Baylor,Big 12,SO,WR,12,61,1087,17.8,8,90.6,1,-6,-6.0,0,-0.5,62,1081,17.4,8,,Denzel Mims
2018*,Baylor,Big 12,JR,WR,12,55,794,14.4,8,66.2,0,0,,0,0.0,55,794,14.4,8,,Denzel Mims
2019*,Baylor,Big 12,SR,WR,14,66,1020,15.5,12,72.9,0,0,,0,0.0,66,1020,15.5,12,,Denzel Mims
Career,Career,Career,Career,WR,48,186,2925,15.7,28,60.9,1,-6,-6.0,0,-0.1,187,2919,15.6,28,,Denzel Mims
