Season,Team,Conf,Class,Pos,G,Rec,Yds,Y/R,TD,Y/G,Att,Yds.1,Y/A,TD.1,Y/G.1,Plays,Yds.2,Avg,TD.2,Awards,Player
2019*,SMU,American,FR,WR,10,25,403,16.1,1,40.3,1,0,0.0,0,0.0,26,403,15.5,1,,Rashee Rice
2020,SMU,American,SO,WR,10,48,683,14.2,5,68.3,0,0,,0,0.0,48,683,14.2,5,,Rashee Rice
2021,SMU,American,JR,WR,12,64,670,10.5,9,55.8,0,0,,0,0.0,64,670,10.5,9,,Rashee Rice
2022*,SMU,American,SR,WR,12,96,1355,14.1,10,112.9,0,0,,0,0.0,96,1355,14.1,10,,Rashee Rice
Career,Career,Career,Career,WR,44,233,3111,13.4,25,70.7,1,0,0.0,0,0.0,234,3111,13.3,25,,Rashee Rice
