Season,Team,Conf,Class,Pos,G,Rec,Yds,Y/R,TD,Y/G,Att,Yds.1,Y/A,TD.1,Y/G.1,Plays,Yds.2,Avg,TD.2,Awards,Player
2018*,Alabama,SEC,FR,WR,15,45,848,18.8,7,56.5,0,0,,0,0.0,45,848,18.8,7,,Jaylen Waddle
2019*,Alabama,SEC,SO,WR,13,33,560,17.0,6,43.1,1,5,5.0,0,0.4,34,565,16.6,6,,Jaylen Waddle
2020*,Alabama,SEC,JR,WR,6,28,591,21.1,4,98.5,3,12,4.0,0,2.0,31,603,19.5,4,,Jaylen Waddle
Career,Career,Career,Career,WR,34,106,1999,18.9,17,58.8,4,17,4.3,0,0.5,110,2016,18.3,17,,Jaylen Waddle
