Season,Team,Conf,Class,Pos,G,Rec,Yds,Y/R,TD,Y/G,Att,Yds.1,Y/A,TD.1,Y/G.1,Plays,Yds.2,Avg,TD.2,Awards,Player
2021*,Michigan State,Big Ten,FR,WR,10.0,7.0,50.0,7.1,1.0,5.0,0.0,0.0,,0.0,0.0,7.0,50.0,7.1,1.0,,Keon Coleman
2022,Michigan State,Big Ten,SO,WR,12.0,58.0,798.0,13.8,7.0,66.5,0.0,0.0,,0.0,0.0,58.0,798.0,13.8,7.0,,Keon Coleman
2023*,Florida State,ACC,JR,WR,12.0,50.0,658.0,13.2,11.0,54.8,1.0,2.0,2.0,0.0,0.2,51.0,660.0,12.9,11.0,,Keon Coleman
Career,Career,Career,Career,WR,34.0,115.0,1506.0,13.1,19.0,44.3,1.0,2.0,2.0,0.0,0.1,116.0,1508.0,13.0,19.0,,Keon Coleman
,,,,WR,,,,,,,,,,,,,,,,,Keon Coleman
Florida State (1 Yr),Florida State (1 Yr),Florida State (1 Yr),Florida State (1 Yr),WR,12.0,50.0,658.0,13.2,11.0,54.8,1.0,2.0,2.0,0.0,0.2,51.0,660.0,12.9,11.0,,Keon Coleman
Michigan State (2 Yrs),Michigan State (2 Yrs),Michigan State (2 Yrs),Michigan State (2 Yrs),WR,22.0,65.0,848.0,13.0,8.0,38.5,0.0,0.0,,0.0,0.0,65.0,848.0,13.0,8.0,,Keon Coleman
