Season,Team,Conf,Class,Pos,G,Rec,Yds,Y/R,TD,Y/G,Att,Yds.1,Y/A,TD.1,Y/G.1,Plays,Yds.2,Avg,TD.2,Awards,Player
2017,Colorado,Pac-12,FR,WR,12,7,168,24.0,0,14.0,2,4,2.0,0,0.3,9,172,19.1,0,,Laviska Shenault Jr.
2018,Colorado,Pac-12,SO,WR,9,86,1011,11.8,6,112.3,17,115,6.8,5,12.8,103,1126,10.9,11,,Laviska Shenault Jr.
2019,Colorado,Pac-12,JR,WR,11,56,764,13.6,4,69.5,23,161,7.0,2,14.6,79,925,11.7,6,,Laviska Shenault Jr.
Career,Career,Career,Career,WR,32,149,1943,13.0,10,60.7,42,280,6.7,7,8.8,191,2223,11.6,17,,Laviska Shenault Jr.
