Season,Team,Conf,Class,Pos,G,Rec,Yds,Y/R,TD,Y/G,Att,Yds.1,Y/A,TD.1,Y/G.1,Plays,Yds.2,Avg,TD.2,Awards,Player
2014,SMU,American,FR,WR,3,2,27,13.5,0,9.0,0,0,,0,0.0,2,27,13.5,0,,Courtland Sutton
2015,SMU,American,FR,WR,12,49,862,17.6,9,71.8,0,0,,0,0.0,49,862,17.6,9,,Courtland Sutton
2016,SMU,American,SO,WR,12,76,1246,16.4,10,103.8,0,0,,0,0.0,76,1246,16.4,10,,Courtland Sutton
2017*,SMU,American,JR,WR,13,68,1085,16.0,12,83.5,1,2,2.0,1,0.2,69,1087,15.8,13,,Courtland Sutton
Career,Career,Career,Career,WR,40,195,3220,16.5,31,80.5,1,2,2.0,1,0.1,196,3222,16.4,32,,Courtland Sutton
