Season,Team,Conf,Class,Pos,G,Rec,Yds,Y/R,TD,Y/G,Att,Yds.1,Y/A,TD.1,Y/G.1,Plays,Yds.2,Avg,TD.2,Awards,Player
2012,Missouri,SEC,FR,WR,11,28,395,14.1,5,35.9,5,16,3.2,0,1.5,33,411,12.5,5,,Dorial Green-Beckham
2013*,Missouri,SEC,SO,WR,14,59,883,15.0,12,63.1,1,3,3.0,0,0.2,60,886,14.8,12,,Dorial Green-Beckham
Career,Career,Career,Career,WR,25,87,1278,14.7,17,51.1,6,19,3.2,0,0.8,93,1297,13.9,17,,Dorial Green-Beckham
