Season,Team,Conf,Class,Pos,G,Rec,Yds,Y/R,TD,Y/G,Att,Yds.1,Y/A,TD.1,Y/G.1,Plays,Yds.2,Avg,TD.2,Awards,Player
2015,Maryland,Big Ten,FR,WR,12,25,357,14.3,3,29.8,1,9,9.0,0,0.8,26,366,14.1,3,,D.J. Moore
2016*,Maryland,Big Ten,SO,WR,13,41,637,15.5,6,49.0,11,55,5.0,0,4.2,52,692,13.3,6,,D.J. Moore
2017,Maryland,Big Ten,JR,WR,12,80,1033,12.9,8,86.1,5,61,12.2,1,5.1,85,1094,12.9,9,,D.J. Moore
Career,Career,Career,Career,WR,37,146,2027,13.9,17,54.8,17,125,7.4,1,3.4,163,2152,13.2,18,,D.J. Moore
