Season,Team,Conf,Class,Pos,G,Rec,Yds,Y/R,TD,Y/G,Att,Yds.1,Y/A,TD.1,Y/G.1,Plays,Yds.2,Avg,TD.2,Awards,Player
2018*,Penn State,Big Ten,FR,WR,13,42,754,18.0,5,58.0,4,44,11.0,1,3.4,46,798,17.3,6,,KJ Hamler
2019*,Penn State,Big Ten,SO,WR,13,56,904,16.1,8,69.5,13,43,3.3,0,3.3,69,947,13.7,8,,KJ Hamler
Career,Career,Career,Career,WR,26,98,1658,16.9,13,63.8,17,87,5.1,1,3.3,115,1745,15.2,14,,KJ Hamler
