Season,Team,Conf,Class,Pos,G,Rec,Yds,Y/R,TD,Y/G,Att,Yds.1,Y/A,TD.1,Y/G.1,Plays,Yds.2,Avg,TD.2,Awards,Player
2013*,Baylor,Big 12,FR,WR,12,35,527,15.1,2,43.9,0,0,,0,0.0,35,527,15.1,2,,Corey Coleman
2014*,Baylor,Big 12,SO,WR,10,64,1119,17.5,11,111.9,11,53,4.8,1,5.3,75,1172,15.6,12,,Corey Coleman
2015*,Baylor,Big 12,JR,WR,12,74,1363,18.4,20,113.6,22,111,5.0,0,9.3,96,1474,15.4,20,AA,Corey Coleman
Career,Career,Career,Career,WR,34,173,3009,17.4,33,88.5,33,164,5.0,1,4.8,206,3173,15.4,34,,Corey Coleman
