Season,Team,Conf,Class,Pos,G,Rec,Yds,Y/R,TD,Y/G,Att,Yds.1,TD.1,Y/G.1,Plays,Yds.2,Avg,TD.2,Awards,Player
2012*,Fresno State,MWC,FR,WR,13,102,1312,12.9,14,100.9,0,0,0,0.0,102,1312,12.9,14,,Davante Adams
2013*,Fresno State,MWC,SO,WR,13,131,1719,13.1,24,132.2,0,0,0,0.0,131,1719,13.1,24,,Davante Adams
Career,Career,Career,Career,WR,26,233,3031,13.0,38,116.6,0,0,0,0.0,233,3031,13.0,38,,Davante Adams
