Season,Team,Conf,Class,Pos,G,Rec,Yds,Y/R,TD,Y/G,Att,Yds.1,TD.1,Y/G.1,Plays,Yds.2,Avg,TD.2,Awards,Player
2013,West Virginia,Big 12,JR,WR,10,35,507,14.5,5,50.7,0,0,0,0.0,35,507,14.5,5,,Kevin White
2014*,West Virginia,Big 12,SR,WR,13,109,1447,13.3,10,111.3,0,0,0,0.0,109,1447,13.3,10,,Kevin White
Career,Career,Career,Career,WR,23,144,1954,13.6,15,85.0,0,0,0,0.0,144,1954,13.6,15,,Kevin White
