Season,Team,Conf,Class,Pos,G,Rec,Yds,Y/R,TD,Y/G,Att,Yds.1,Y/A,TD.1,Y/G.1,Plays,Yds.2,Avg,TD.2,Awards,Player
2011,USC,Pac-12,FR,WR,12,73,1143,15.7,11,95.3,5,33,6.6,0,2.8,78,1176,15.1,11,,Marqise Lee
2012*,USC,Pac-12,SO,WR,13,118,1721,14.6,14,132.4,13,106,8.2,0,8.2,131,1827,13.9,14,H-4AA,Marqise Lee
2013*,USC,Pac-12,JR,WR,11,57,791,13.9,4,71.9,6,7,1.2,0,0.6,63,798,12.7,4,,Marqise Lee
Career,Career,Career,Career,WR,36,248,3655,14.7,29,101.5,24,146,6.1,0,4.1,272,3801,14.0,29,,Marqise Lee
