Season,Team,Conf,Class,Pos,G,Rec,Yds,Y/R,TD,Y/G,Att,Yds.1,Y/A,TD.1,Y/G.1,Plays,Yds.2,Avg,TD.2,Awards,Player
2011,Oregon State,Pac-12,FR,WR,12,31,391,12.6,3,32.6,10,41,4.1,0,3.4,41,432,10.5,3,,Brandin Cooks
2012*,Oregon State,Pac-12,SO,WR,13,67,1151,17.2,5,88.5,19,82,4.3,0,6.3,86,1233,14.3,5,,Brandin Cooks
2013*,Oregon State,Pac-12,JR,WR,13,128,1730,13.5,16,133.1,32,217,6.8,2,16.7,160,1947,12.2,18,AA,Brandin Cooks
Career,Career,Career,Career,WR,38,226,3272,14.5,24,86.1,61,340,5.6,2,8.9,287,3612,12.6,26,,Brandin Cooks
