Season,Team,Conf,Class,Pos,G,Rec,Yds,Y/R,TD,Y/G,Att,Yds.1,Y/A,TD.1,Y/G.1,Plays,Yds.2,Avg,TD.2,Awards,Player
2019*,Western Michigan,MAC,FR,WR,13,51,802,15.7,3,61.7,1,2,2.0,1,0.2,52,804,15.5,4,,Skyy Moore
2020,Western Michigan,MAC,SO,WR,5,25,388,15.5,3,77.6,1,0,0.0,0,0.0,26,388,14.9,3,,Skyy Moore
2021*,Western Michigan,MAC,SO,WR,12,95,1292,13.6,9,107.7,1,10,10.0,0,0.8,96,1302,13.6,9,,Skyy Moore
Career,Career,Career,Career,WR,30,171,2482,14.5,15,82.7,3,12,4.0,1,0.4,174,2494,14.3,16,,Skyy Moore
