Season,Team,Conf,Class,Pos,G,Rec,Yds,Y/R,TD,Y/G,Att,Yds.1,Y/A,TD.1,Y/G.1,Plays,Yds.2,Avg,TD.2,Awards,Player
2013*,Notre Dame,Ind,FR,WR,6,6,160,26.7,1,26.7,2,8,4.0,0,1.3,8,168,21.0,1,,Will Fuller
2014*,Notre Dame,Ind,SO,WR,13,76,1094,14.4,15,84.2,0,0,,0,0.0,76,1094,14.4,15,,Will Fuller
2015*,Notre Dame,Ind,JR,WR,13,62,1258,20.3,14,96.8,0,0,,0,0.0,62,1258,20.3,14,,Will Fuller
Career,Career,Career,Career,WR,32,144,2512,17.4,30,78.5,2,8,4.0,0,0.3,146,2520,17.3,30,,Will Fuller
