Season,Team,Conf,Class,Pos,G,Rec,Yds,Y/R,TD,Y/G,Att,Yds.1,Y/A,TD.1,Y/G.1,Plays,Yds.2,Avg,TD.2,Awards,Player
2020*,Oklahoma,Big 12,FR,WR,11,37,610,16.5,9,55.5,2,17,8.5,0,1.5,39,627,16.1,9,,Marvin Mims
2021*,Oklahoma,Big 12,SO,WR,13,32,705,22.0,5,54.2,1,15,15.0,0,1.2,33,720,21.8,5,,Marvin Mims
2022*,Oklahoma,Big 12,JR,WR,13,54,1083,20.1,6,83.3,2,3,1.5,0,0.2,56,1086,19.4,6,,Marvin Mims
Career,Career,Career,Career,WR,37,123,2398,19.5,20,64.8,5,35,7.0,0,0.9,128,2433,19.0,20,,Marvin Mims
