Season,Team,Conf,Class,Pos,G,Rec,Yds,Y/R,TD,Y/G,Att,Yds.1,Y/A,TD.1,Y/G.1,Plays,Yds.2,Avg,TD.2,Awards,Player
2012*,Michigan,Big Ten,FR,TE,13,15,234,15.6,5,18.0,0,0,,0,0.0,15,234,15.6,5,,Devin Funchess
2013*,Michigan,Big Ten,SO,TE,13,49,748,15.3,6,57.5,6,34,5.7,0,2.6,55,782,14.2,6,,Devin Funchess
2014,Michigan,Big Ten,JR,TE,11,62,733,11.8,4,66.6,2,-11,-5.5,0,-1.0,64,722,11.3,4,,Devin Funchess
Career,Career,Career,Career,TE,37,126,1715,13.6,15,46.4,8,23,2.9,0,0.6,134,1738,13.0,15,,Devin Funchess
