Season,Team,Conf,Class,Pos,G,Rec,Yds,Y/R,TD,Y/G,Att,Yds.1,Y/A,TD.1,Y/G.1,Plays,Yds.2,Avg,TD.2,Awards,Player
2019*,Alabama,SEC,FR,WR,13,4,23,5.8,0,1.8,0,0,,0,0.0,4,23,5.8,0,,John Metchie
2020*,Alabama,SEC,SO,WR,13,55,916,16.7,6,70.5,0,0,,0,0.0,55,916,16.7,6,,John Metchie
2021*,Alabama,SEC,JR,WR,13,96,1142,11.9,8,87.8,1,8,8.0,0,0.6,97,1150,11.9,8,,John Metchie
Career,Career,Career,Career,WR,39,155,2081,13.4,14,53.4,1,8,8.0,0,0.2,156,2089,13.4,14,,John Metchie
