Season,Team,Conf,Class,Pos,G,Rec,Yds,Y/R,TD,Y/G,Att,Yds.1,Y/A,TD.1,Y/G.1,Plays,Yds.2,Avg,TD.2,Awards,Player
2014*,Washington,Pac-12,FR,WR,13,17,259,15.2,1,19.9,0,0,,0,0.0,17,259,15.2,1,,Dante Pettis
2015*,Washington,Pac-12,SO,WR,13,30,414,13.8,1,31.8,1,-8,-8.0,0,-0.6,31,406,13.1,1,,Dante Pettis
2016*,Washington,Pac-12,JR,WR,14,53,822,15.5,15,58.7,0,0,,0,0.0,53,822,15.5,15,,Dante Pettis
2017*,Washington,Pac-12,SR,WR,13,63,761,12.1,7,58.5,3,50,16.7,0,3.8,66,811,12.3,7,AA,Dante Pettis
Career,Career,Career,Career,WR,53,163,2256,13.8,24,42.6,4,42,10.5,0,0.8,167,2298,13.8,24,,Dante Pettis
