Season,Team,Conf,Class,Pos,G,Rec,Yds,Y/R,TD,Y/G,Att,Yds.1,Y/A,TD.1,Y/G.1,Plays,Yds.2,Avg,TD.2,Awards,Player
2017*,Oklahoma,Big 12,SO,WR,13,57,1095,19.2,7,84.2,1,0,0.0,0,0.0,58,1095,18.9,7,,Marquise Brown
2018*,Oklahoma,Big 12,JR,WR,14,75,1318,17.6,10,94.1,2,0,0.0,0,0.0,77,1318,17.1,10,,Marquise Brown
Career,Career,Career,Career,WR,27,132,2413,18.3,17,89.4,3,0,0.0,0,0.0,135,2413,17.9,17,,Marquise Brown
