Season,Team,Conf,Class,Pos,G,Rec,Yds,Y/R,TD,Y/G,Att,Yds.1,Y/A,TD.1,Y/G.1,Plays,Yds.2,Avg,TD.2,Awards,Player
2016,Notre Dame,Ind,FR,WR,11,5,81,16.2,0,7.4,1,9,9.0,0,0.8,6,90,15.0,0,,Chase Claypool
2017*,Notre Dame,Ind,SO,WR,12,29,402,13.9,2,33.5,2,-3,-1.5,0,-0.3,31,399,12.9,2,,Chase Claypool
2018*,Notre Dame,Ind,JR,WR,13,50,639,12.8,4,49.2,0,0,,0,0.0,50,639,12.8,4,,Chase Claypool
2019*,Notre Dame,Ind,SR,WR,13,66,1037,15.7,13,79.8,0,0,,0,0.0,66,1037,15.7,13,,Chase Claypool
Career,Career,Career,Career,WR,49,150,2159,14.4,19,44.1,3,6,2.0,0,0.1,153,2165,14.2,19,,Chase Claypool
