Season,Team,Conf,Class,Pos,G,Rec,Yds,Y/R,TD,Y/G,Att,Yds.1,Y/A,TD.1,Y/G.1,Plays,Yds.2,Avg,TD.2,Awards,Player
2021*,Georgia,SEC,FR,WR,15.0,29.0,426.0,14.7,4.0,28.4,0.0,0.0,,0.0,0.0,29.0,426.0,14.7,4.0,,Adonai Mitchell
2022*,Georgia,SEC,SO,WR,6.0,9.0,134.0,14.9,3.0,22.3,0.0,0.0,,0.0,0.0,9.0,134.0,14.9,3.0,,Adonai Mitchell
2023*,Texas,Big 12,JR,WR,14.0,55.0,845.0,15.4,11.0,60.4,2.0,1.0,0.5,0.0,0.1,57.0,846.0,14.8,11.0,,Adonai Mitchell
Career,Career,Career,Career,WR,35.0,93.0,1405.0,15.1,18.0,40.1,2.0,1.0,0.5,0.0,0.0,95.0,1406.0,14.8,18.0,,Adonai Mitchell
,,,,WR,,,,,,,,,,,,,,,,,Adonai Mitchell
Georgia (2 Yrs),Georgia (2 Yrs),Georgia (2 Yrs),Georgia (2 Yrs),WR,21.0,38.0,560.0,14.7,7.0,26.7,0.0,0.0,,0.0,0.0,38.0,560.0,14.7,7.0,,Adonai Mitchell
Texas (1 Yr),Texas (1 Yr),Texas (1 Yr),Texas (1 Yr),WR,14.0,55.0,845.0,15.4,11.0,60.4,2.0,1.0,0.5,0.0,0.1,57.0,846.0,14.8,11.0,,Adonai Mitchell
