Season,Team,Conf,Class,Pos,G,Rec,Yds,Y/R,TD,Y/G,Att,Yds.1,Y/A,TD.1,Y/G.1,Plays,Yds.2,Avg,TD.2,Awards,Player
2018*,Baylor,Big 12,FR,WR,13,20,354,17.7,3,27.2,2,2,1.0,0,0.2,22,356,16.2,3,,Tyquan Thornton
2019*,Baylor,Big 12,SO,WR,14,45,782,17.4,5,55.9,0,0,,0,0.0,45,782,17.4,5,,Tyquan Thornton
2020,Baylor,Big 12,JR,WR,6,16,158,9.9,1,26.3,0,0,,0,0.0,16,158,9.9,1,,Tyquan Thornton
2021*,Baylor,Big 12,SR,WR,14,62,948,15.3,10,67.7,1,-11,-11.0,0,-0.8,63,937,14.9,10,,Tyquan Thornton
Career,Career,Career,Career,WR,47,143,2242,15.7,19,47.7,3,-9,-3.0,0,-0.2,146,2233,15.3,19,,Tyquan Thornton
