Season,Team,Conf,Class,Pos,G,Rec,Yds,Y/R,TD,Y/G,Att,Yds.1,Y/A,TD.1,Y/G.1,Plays,Yds.2,Avg,TD.2,Awards,Player
2016*,Western Michigan,MAC,FR,WR,12,17,121,7.1,1,10.1,6,60,10.0,0,5.0,23,181,7.9,1,,D'Wayne Eskridge
2017,Western Michigan,MAC,SO,WR,12,30,506,16.9,3,42.2,4,13,3.3,0,1.1,34,519,15.3,3,,D'Wayne Eskridge
2018*,Western Michigan,MAC,JR,WR,11,38,776,20.4,3,70.5,0,0,,0,0.0,38,776,20.4,3,,D'Wayne Eskridge
2019*,Western Michigan,MAC,SR,WR,4,3,73,24.3,0,18.3,0,0,,0,0.0,3,73,24.3,0,,D'Wayne Eskridge
2020,Western Michigan,MAC,SR,WR,6,34,784,23.1,8,130.7,1,27,27.0,0,4.5,35,811,23.2,8,,D'Wayne Eskridge
Career,Career,Career,Career,WR,45,122,2260,18.5,15,50.2,11,100,9.1,0,2.2,133,2360,17.7,15,,D'Wayne Eskridge
