Season,Team,Conf,Class,Pos,G,Rec,Yds,Y/R,TD,Y/G,Att,Yds.1,Y/A,TD.1,Y/G.1,Plays,Yds.2,Avg,TD.2,Awards,Player
2011*,Clemson,ACC,FR,WR,13,82,1219,14.9,12,93.8,32,231,7.2,0,17.8,114,1450,12.7,12,,Sammy Watkins
2012*,Clemson,ACC,SO,WR,10,57,708,12.4,3,70.8,14,97,6.9,1,9.7,71,805,11.3,4,,Sammy Watkins
2013*,Clemson,ACC,JR,WR,13,101,1464,14.5,12,112.6,6,11,1.8,0,0.8,107,1475,13.8,12,,Sammy Watkins
Career,Career,Career,Career,WR,36,240,3391,14.1,27,94.2,52,339,6.5,1,9.4,292,3730,12.8,28,,Sammy Watkins
