Season,Team,Conf,Class,Pos,G,Rec,Yds,Y/R,TD,Y/G,Att,Yds.1,Y/A,TD.1,Y/G.1,Plays,Yds.2,Avg,TD.2,Awards,Player
2018*,Western Michigan,MAC,FR,WR,13.0,56.0,797.0,14.2,8.0,61.3,1.0,-9.0,-9.0,0.0,-0.7,57.0,788.0,13.8,8.0,,Jayden Reed
,,,,WR,,,,,,,,,,,,,,,,,Jayden Reed
2020,Michigan State,Big Ten,SO,WR,7.0,33.0,407.0,12.3,3.0,58.1,6.0,17.0,2.8,0.0,2.4,39.0,424.0,10.9,3.0,,Jayden Reed
2021*,Michigan State,Big Ten,JR,WR,13.0,59.0,1026.0,17.4,10.0,78.9,7.0,34.0,4.9,1.0,2.6,66.0,1060.0,16.1,11.0,,Jayden Reed
2022,Michigan State,Big Ten,SR,WR,11.0,55.0,636.0,11.6,5.0,57.8,4.0,11.0,2.8,0.0,1.0,59.0,647.0,11.0,5.0,,Jayden Reed
Career,Career,Career,Career,WR,44.0,203.0,2866.0,14.1,26.0,65.1,18.0,53.0,2.9,1.0,1.2,221.0,2919.0,13.2,27.0,,Jayden Reed
,,,,WR,,,,,,,,,,,,,,,,,Jayden Reed
Michigan State (3 Yrs),Michigan State (3 Yrs),Michigan State (3 Yrs),Michigan State (3 Yrs),WR,31.0,147.0,2069.0,14.1,18.0,66.7,17.0,62.0,3.6,1.0,2.0,164.0,2131.0,13.0,19.0,,Jayden Reed
Western Michigan (1 Yr),Western Michigan (1 Yr),Western Michigan (1 Yr),Western Michigan (1 Yr),WR,13.0,56.0,797.0,14.2,8.0,61.3,1.0,-9.0,-9.0,0.0,-0.7,57.0,788.0,13.8,8.0,,Jayden Reed
