Season,Team,Conf,Class,Pos,G,Rec,Yds,Y/R,TD,Y/G,Att,Yds.1,Y/A,TD.1,Y/G.1,Plays,Yds.2,Avg,TD.2,Awards,Player
2012*,Alabama,SEC,FR,WR,14,59,1000,16.9,11,71.4,0,0,,0,0.0,59,1000,16.9,11,,Amari Cooper
2013*,Alabama,SEC,,WR,11,45,736,16.4,4,66.9,1,28,28.0,0,2.5,46,764,16.6,4,,Amari Cooper
2014*,Alabama,SEC,JR,WR,14,124,1727,13.9,16,123.4,5,23,4.6,0,1.6,129,1750,13.6,16,H-3AA,Amari Cooper
Career,Career,Career,Career,WR,39,228,3463,15.2,31,88.8,6,51,8.5,0,1.3,234,3514,15.0,31,,Amari Cooper
