Season,Team,Conf,Class,Pos,G,Rec,Yds,Y/R,TD,Y/G,Att,Yds.1,Y/A,TD.1,Y/G.1,Plays,Yds.2,Avg,TD.2,Awards,Player
2019*,Boston College,ACC,FR,WR,13,22,341,15.5,3,26.2,27,195,7.2,1,15.0,49,536,10.9,4,,Zay Flowers
2020,Boston College,ACC,SO,WR,11,56,892,15.9,9,81.1,11,41,3.7,1,3.7,67,933,13.9,10,,Zay Flowers
2021,Boston College,ACC,JR,WR,12,44,746,17.0,5,62.2,7,69,9.9,0,5.8,51,815,16.0,5,,Zay Flowers
2022,Boston College,ACC,SR,WR,12,78,1077,13.8,12,89.8,12,40,3.3,0,3.3,90,1117,12.4,12,,Zay Flowers
Career,Career,Career,Career,WR,48,200,3056,15.3,29,63.7,57,345,6.1,2,7.2,257,3401,13.2,31,,Zay Flowers
