Season,Team,Conf,Class,Pos,G,Rec,Yds,Y/R,TD,Y/G,Att,Yds.1,Y/A,TD.1,Y/G.1,Plays,Yds.2,Avg,TD.2,Awards,Player
2019*,Iowa,Big Ten,FR,TE,12,15,188,12.5,0,15.7,0,0,,0,0.0,15,188,12.5,0,,Sam LaPorta
2020,Iowa,Big Ten,SO,TE,8,27,271,10.0,1,33.9,0,0,,0,0.0,27,271,10.0,1,,Sam LaPorta
2021*,Iowa,Big Ten,JR,TE,14,53,670,12.6,3,47.9,0,0,,0,0.0,53,670,12.6,3,,Sam LaPorta
2022*,Iowa,Big Ten,SR,TE,12,58,657,11.3,1,54.8,2,6,3.0,0,0.5,60,663,11.1,1,,Sam LaPorta
Career,Career,Career,Career,TE,46,153,1786,11.7,5,38.8,2,6,3.0,0,0.1,155,1792,11.6,5,,Sam LaPorta
