Season,Team,Conf,Class,Pos,G,Rec,Yds,Y/R,TD,Y/G,Att,Yds.1,Y/A,TD.1,Y/G.1,Plays,Yds.2,Avg,TD.2,Awards,Player
2011*,Ohio State,Big Ten,FR,WR,13,14,294,21.0,4,22.6,0,0,,0,0.0,14,294,21.0,4,,Devin Smith
2012,Ohio State,Big Ten,SO,WR,12,30,618,20.6,6,51.5,1,2,2.0,0,0.2,31,620,20.0,6,,Devin Smith
2013*,Ohio State,Big Ten,JR,WR,14,44,660,15.0,8,47.1,0,0,,0,0.0,44,660,15.0,8,,Devin Smith
2014*,Ohio State,Big Ten,SR,WR,15,33,931,28.2,12,62.1,0,0,,0,0.0,33,931,28.2,12,,Devin Smith
Career,Career,Career,Career,WR,54,121,2503,20.7,30,46.4,1,2,2.0,0,0.0,122,2505,20.5,30,,Devin Smith
