Season,Team,Conf,Class,Pos,G,Rec,Yds,Y/R,TD,Y/G,Att,Yds.1,Y/A,TD.1,Y/G.1,Plays,Yds.2,Avg,TD.2,Awards,Player
2018*,Purdue,Big Ten,FR,WR,13,114,1258,11.0,12,96.8,21,213,10.1,2,16.4,135,1471,10.9,14,AA,Rondale Moore
2019,Purdue,Big Ten,SO,WR,4,29,387,13.3,2,96.8,3,3,1.0,0,0.8,32,390,12.2,2,,Rondale Moore
2020,Purdue,Big Ten,SO,WR,3,35,270,7.7,0,90.0,6,32,5.3,1,10.7,41,302,7.4,1,,Rondale Moore
Career,Career,Career,Career,WR,20,178,1915,10.8,14,95.8,30,248,8.3,3,12.4,208,2163,10.4,17,,Rondale Moore
