Season,Team,Conf,Class,Pos,G,Rec,Yds,Y/R,TD,Y/G,Att,Yds.1,Y/A,TD.1,Y/G.1,Plays,Yds.2,Avg,TD.2,Awards,Player
2017*,Alabama,SEC,FR,WR,14,12,229,19.1,6,16.4,0,0,,0,0.0,12,229,19.1,6,,Henry Ruggs III
2018*,Alabama,SEC,SO,WR,15,46,741,16.1,11,49.4,0,0,,0,0.0,46,741,16.1,11,,Henry Ruggs III
2019*,Alabama,SEC,JR,WR,12,40,746,18.7,7,62.2,2,75,37.5,1,6.3,42,821,19.5,8,,Henry Ruggs III
Career,Career,Career,Career,WR,41,98,1716,17.5,24,41.9,2,75,37.5,1,1.8,100,1791,17.9,25,,Henry Ruggs III
