Season,Team,Conf,Class,Pos,G,Rec,Yds,Y/R,TD,Y/G,Att,Yds.1,Y/A,TD.1,Y/G.1,Plays,Yds.2,Avg,TD.2,Awards,Player
2018*,LSU,SEC,FR,WR,13,23,313,13.6,3,24.1,0,0,,0,0.0,23,313,13.6,3,,Ja'Marr Chase
2019*,LSU,SEC,SO,WR,14,84,1780,21.2,20,127.1,1,5,5.0,0,0.4,85,1785,21.0,20,AA,Ja'Marr Chase
Career,Career,Career,Career,WR,27,107,2093,19.6,23,77.5,1,5,5.0,0,0.2,108,2098,19.4,23,,Ja'Marr Chase
