Season,Team,Conf,Class,Pos,G,Rec,Yds,Y/R,TD,Y/G,Att,Yds.1,Y/A,TD.1,Y/G.1,Plays,Yds.2,Avg,TD.2,Awards,Player
2021*,LSU,SEC,FR,WR,12,28,359,12.8,2,29.9,2,6,3.0,0,0.5,30,365,12.2,2,,Brian Thomas
2022*,LSU,SEC,SO,WR,13,31,361,11.6,5,27.8,0,0,,0,0.0,31,361,11.6,5,,Brian Thomas
2023*,LSU,SEC,JR,WR,13,68,1177,17.3,17,90.5,1,-6,-6.0,0,-0.5,69,1171,17.0,17,,Brian Thomas
Career,Career,Career,Career,WR,38,127,1897,14.9,24,49.9,3,0,0.0,0,0.0,130,1897,14.6,24,,Brian Thomas
