Season,Team,Conf,Class,Pos,G,Rec,Yds,Y/R,TD,Y/G,Att,Yds.1,Y/A,TD.1,Y/G.1,Plays,Yds.2,Avg,TD.2,Awards,Player
2015*,Memphis,American,SO,WR,12,47,694,14.8,5,57.8,9,54,6.0,2,4.5,56,748,13.4,7,,Anthony Miller
2016*,Memphis,American,JR,WR,13,95,1434,15.1,14,110.3,12,69,5.8,1,5.3,107,1503,14.0,15,,Anthony Miller
2017*,Memphis,American,SR,WR,13,96,1462,15.2,18,112.5,10,25,2.5,0,1.9,106,1487,14.0,18,AA,Anthony Miller
Career,Career,Career,Career,WR,38,238,3590,15.1,37,94.5,31,148,4.8,3,3.9,269,3738,13.9,40,,Anthony Miller
