Season,Team,Conf,Class,Pos,G,Rec,Yds,Y/R,TD,Y/G,Att,Yds.1,Y/A,TD.1,Y/G.1,Plays,Yds.2,Avg,TD.2,Awards,Player
2015,South Carolina,SEC,FR,WR,5,12,161,13.4,1,32.2,0,0,,0,0.0,12,161,13.4,1,,Deebo Samuel
2016*,South Carolina,SEC,SO,WR,10,59,783,13.3,1,78.3,15,98,6.5,6,9.8,74,881,11.9,7,,Deebo Samuel
2017*,South Carolina,SEC,JR,WR,3,15,250,16.7,3,83.3,2,30,15.0,1,10.0,17,280,16.5,4,,Deebo Samuel
2018*,South Carolina,SEC,SR,WR,12,62,882,14.2,11,73.5,8,26,3.3,0,2.2,70,908,13.0,11,,Deebo Samuel
Career,Career,Career,Career,WR,30,148,2076,14.0,16,69.2,25,154,6.2,7,5.1,173,2230,12.9,23,,Deebo Samuel
