Season,Team,Conf,Class,Pos,G,Rec,Yds,Y/R,TD,Y/G,Att,Yds.1,Y/A,TD.1,Y/G.1,Plays,Yds.2,Avg,TD.2,Awards,Player
2018*,Arizona State,Pac-12,JR,WR,13,33,474,14.4,3,36.5,0,0,,0,0.0,33,474,14.4,3,,Brandon Aiyuk
2019*,Arizona State,Pac-12,SR,WR,12,65,1192,18.3,8,99.3,1,6,6.0,0,0.5,66,1198,18.2,8,,Brandon Aiyuk
Career,Career,Career,Career,WR,25,98,1666,17.0,11,66.6,1,6,6.0,0,0.2,99,1672,16.9,11,,Brandon Aiyuk
