Season,Team,Conf,Class,Pos,G,Rec,Yds,Y/R,TD,Y/G,Att,Yds.1,Y/A,TD.1,Y/G.1,Plays,Yds.2,Avg,TD.2,Awards,Player
2018*,Penn State,Big Ten,FR,WR,8,13,203,15.6,0,25.4,0,0,,0,0.0,13,203,15.6,0,,Jahan Dotson
2019*,Penn State,Big Ten,SO,WR,13,27,488,18.1,5,37.5,2,0,0.0,0,0.0,29,488,16.8,5,,Jahan Dotson
2020,Penn State,Big Ten,JR,WR,9,52,884,17.0,8,98.2,0,0,,0,0.0,52,884,17.0,8,,Jahan Dotson
2021*,Penn State,Big Ten,SR,WR,12,91,1182,13.0,12,98.5,6,18,3.0,1,1.5,97,1200,12.4,13,,Jahan Dotson
Career,Career,Career,Career,WR,42,183,2757,15.1,25,65.6,8,18,2.3,1,0.4,191,2775,14.5,26,,Jahan Dotson
