Season,Team,Conf,Class,Pos,G,Rec,Yds,Y/R,TD,Y/G,Att,Yds.1,Y/A,TD.1,Y/G.1,Plays,Yds.2,Avg,TD.2,Awards,Player
2013,Western Michigan,MAC,FR,WR,11,67,941,14.0,6,85.5,1,2,2.0,0,0.2,68,943,13.9,6,,Corey Davis
2014*,Western Michigan,MAC,SO,WR,12,78,1408,18.1,15,117.3,0,0,,0,0.0,78,1408,18.1,15,,Corey Davis
2015*,Western Michigan,MAC,JR,WR,13,90,1436,16.0,12,110.5,1,11,11.0,0,0.8,91,1447,15.9,12,,Corey Davis
2016*,Western Michigan,MAC,SR,WR,14,97,1500,15.5,19,107.1,1,0,0.0,0,0.0,98,1500,15.3,19,AA,Corey Davis
Career,Career,Career,Career,WR,50,332,5285,15.9,52,105.7,3,13,4.3,0,0.3,335,5298,15.8,52,,Corey Davis
