Season,Team,Conf,Class,Pos,G,Rec,Yds,Y/R,TD,Y/G,Att,Yds.1,Y/A,TD.1,Y/G.1,Plays,Yds.2,Avg,TD.2,Awards,Player
2013*,Washington,Pac-12,FR,WR,13.0,16.0,208.0,13.0,1.0,16.0,6.0,39.0,6.5,0.0,3.0,22.0,247.0,11.2,1.0,,John Ross
2014*,Washington,Pac-12,SO,WR,13.0,17.0,371.0,21.8,4.0,28.5,6.0,54.0,9.0,1.0,4.2,23.0,425.0,18.5,5.0,,John Ross
,,,,WR,,,,,,,,,,,,,,,,,John Ross
2016*,Washington,Pac-12,JR,WR,14.0,81.0,1150.0,14.2,17.0,82.1,8.0,102.0,12.8,1.0,7.3,89.0,1252.0,14.1,18.0,,John Ross
Career,Career,Career,Career,WR,40.0,114.0,1729.0,15.2,22.0,43.2,20.0,195.0,9.8,2.0,4.9,134.0,1924.0,14.4,24.0,,John Ross
