Season,Team,Conf,Class,Pos,G,Rec,Yds,Y/R,TD,Y/G,Att,Yds.1,Y/A,TD.1,Y/G.1,Plays,Yds.2,Avg,TD.2,Awards,Player
2019*,Arizona State,Pac-12,FR,WR,13.0,7.0,128.0,18.3,0.0,9.8,1.0,1.0,1.0,0.0,0.1,8.0,129.0,16.1,0.0,,Ricky Pearsall
2020,Arizona State,Pac-12,SO,WR,4.0,6.0,86.0,14.3,1.0,21.5,3.0,33.0,11.0,1.0,8.3,9.0,119.0,13.2,2.0,,Ricky Pearsall
2021*,Arizona State,Pac-12,JR,WR,13.0,48.0,580.0,12.1,4.0,44.6,6.0,44.0,7.3,1.0,3.4,54.0,624.0,11.6,5.0,,Ricky Pearsall
2022*,Florida,SEC,SR,WR,13.0,33.0,661.0,20.0,5.0,50.8,8.0,113.0,14.1,1.0,8.7,41.0,774.0,18.9,6.0,,Ricky Pearsall
2023,Florida,SEC,SR,WR,12.0,65.0,965.0,14.8,4.0,80.4,3.0,62.0,20.7,2.0,5.2,68.0,1027.0,15.1,6.0,,Ricky Pearsall
Career,Career,Career,Career,WR,55.0,159.0,2420.0,15.2,14.0,44.0,21.0,253.0,12.0,5.0,4.6,180.0,2673.0,14.9,19.0,,Ricky Pearsall
,,,,WR,,,,,,,,,,,,,,,,,Ricky Pearsall
Arizona State (3 Yrs),Arizona State (3 Yrs),Arizona State (3 Yrs),Arizona State (3 Yrs),WR,30.0,61.0,794.0,13.0,5.0,26.5,10.0,78.0,7.8,2.0,2.6,71.0,872.0,12.3,7.0,,Ricky Pearsall
Florida (2 Yrs),Florida (2 Yrs),Florida (2 Yrs),Florida (2 Yrs),WR,25.0,98.0,1626.0,16.6,9.0,65.0,11.0,175.0,15.9,3.0,7.0,109.0,1801.0,16.5,12.0,,Ricky Pearsall
