Season,Team,Conf,Class,Pos,G,Rec,Yds,Y/R,TD,Y/G,Att,Yds.1,Y/A,TD.1,Y/G.1,Plays,Yds.2,Avg,TD.2,Awards,Player
2019,South Carolina,SEC,FR,WR,11,9,80,8.9,1,7.3,0,0,,0,0.0,9,80,8.9,1,,Xavier Legette
2020,South Carolina,SEC,SO,WR,6,7,113,16.1,0,18.8,0,0,,0,0.0,7,113,16.1,0,,Xavier Legette
2021*,South Carolina,SEC,JR,WR,11,8,63,7.9,1,5.7,0,0,,0,0.0,8,63,7.9,1,,Xavier Legette
2022*,South Carolina,SEC,SR,WR,13,18,167,9.3,3,12.8,7,21,3.0,0,1.6,25,188,7.5,3,,Xavier Legette
2023,South Carolina,SEC,SR,WR,12,71,1255,17.7,7,104.6,9,-9,-1.0,0,-0.8,80,1246,15.6,7,,Xavier Legette
Career,Career,Career,Career,WR,53,113,1678,14.8,12,31.7,16,12,0.8,0,0.2,129,1690,13.1,12,,Xavier Legette
