Season,Team,Conf,Class,Pos,G,Cmp,Att,Cmp%,Yds,TD,TD%,Int,Int%,Y/A,AY/A,Y/C,Y/G,Rate,Awards,Player
2017*,Ohio State,Big Ten,FR,QB,8,40,57,70.2,565,4,7.0,1,1.8,9.9,10.53,14.1,70.6,173.1,,Dwayne Haskins
2018*,Ohio State,Big Ten,SO,QB,14,373,533,70.0,4831,50,9.4,8,1.5,9.1,10.26,13.0,345.1,174.1,H-3,Dwayne Haskins
Career,Career,Career,Career,QB,22,413,590,70.0,5396,54,9.2,9,1.5,9.1,10.29,13.1,245.3,174.0,,Dwayne Haskins
