Season,Team,Conf,Class,Pos,G,Cmp,Att,Cmp%,Yds,TD,TD%,Int,Int%,Y/A,AY/A,Y/C,Y/G,Rate,Awards,Player
2016*,Alabama,SEC,FR,QB,15.0,240.0,382.0,62.8,2780.0,23.0,6.0,9.0,2.4,7.3,7.42,11.6,185.3,139.1,,Jalen Hurts
2017*,Alabama,SEC,SO,QB,14.0,154.0,254.0,60.6,2081.0,17.0,6.7,1.0,0.4,8.2,9.35,13.5,148.6,150.7,,Jalen Hurts
2018*,Alabama,SEC,JR,QB,13.0,51.0,70.0,72.9,765.0,8.0,11.4,2.0,2.9,10.9,11.93,15.0,58.8,196.7,,Jalen Hurts
2019*,Oklahoma,Big 12,SR,QB,14.0,237.0,340.0,69.7,3851.0,32.0,9.4,8.0,2.4,11.3,12.15,16.2,275.1,191.2,H-2,Jalen Hurts
Career,Career,Career,Career,QB,56.0,682.0,1046.0,65.2,9477.0,80.0,7.6,20.0,1.9,9.1,9.73,13.9,169.2,162.7,,Jalen Hurts
,,,,QB,,,,,,,,,,,,,,,,Jalen Hurts
Alabama (3 Yrs),Alabama (3 Yrs),Alabama (3 Yrs),Alabama (3 Yrs),QB,42.0,445.0,706.0,63.0,5626.0,48.0,6.8,12.0,1.7,8.0,8.56,12.6,134.0,149.0,,Jalen Hurts
Oklahoma (1 Yr),Oklahoma (1 Yr),Oklahoma (1 Yr),Oklahoma (1 Yr),QB,14.0,237.0,340.0,69.7,3851.0,32.0,9.4,8.0,2.4,11.3,12.15,16.2,275.1,191.2,,Jalen Hurts
