Season,Team,Conf,Class,Pos,G,Cmp,Att,Cmp%,Yds,TD,TD%,Int,Int%,Y/A,AY/A,Y/C,Y/G,Rate,Awards,Player
2016*,USC,Pac-12,FR,QB,13,246,366,67.2,3086,31,8.5,9,2.5,8.4,9.02,12.5,237.4,161.1,,Sam Darnold
2017*,USC,Pac-12,SO,QB,14,303,480,63.1,4143,26,5.4,13,2.7,8.6,8.5,13.7,295.9,148.1,,Sam Darnold
Career,Career,Career,Career,QB,27,549,846,64.9,7229,57,6.7,22,2.6,8.5,8.72,13.2,267.7,153.7,,Sam Darnold
