Season,Team,Conf,Class,Pos,G,Cmp,Att,Cmp%,Yds,TD,TD%,Int,Int%,Y/A,AY/A,Y/C,Y/G,Rate,Awards,Player
2021*,Oklahoma,Big 12,FR,QB,11.0,136.0,211.0,64.5,1912.0,21.0,10.0,4.0,1.9,9.1,10.2,14.1,173.8,169.6,,Caleb Williams
2022*,USC,Pac-12,SO,QB,14.0,333.0,500.0,66.6,4537.0,42.0,8.4,5.0,1.0,9.1,10.3,13.6,324.1,168.5,H-1MaxwellAACamp,Caleb Williams
2023*,USC,Pac-12,JR,QB,12.0,266.0,388.0,68.6,3633.0,30.0,7.7,5.0,1.3,9.4,10.33,13.7,302.8,170.1,,Caleb Williams
Career,Career,Career,Career,QB,37.0,735.0,1099.0,66.9,10082.0,93.0,8.5,14.0,1.3,9.2,10.29,13.7,272.5,169.3,,Caleb Williams
,,,,QB,,,,,,,,,,,,,,,,Caleb Williams
Oklahoma (1 Yr),Oklahoma (1 Yr),Oklahoma (1 Yr),Oklahoma (1 Yr),QB,11.0,136.0,211.0,64.5,1912.0,21.0,10.0,4.0,1.9,9.1,10.2,14.1,173.8,169.6,,Caleb Williams
USC (2 Yrs),USC (2 Yrs),USC (2 Yrs),USC (2 Yrs),QB,26.0,599.0,888.0,67.5,8170.0,72.0,8.1,10.0,1.1,9.2,10.32,13.6,314.2,169.2,,Caleb Williams
