Season,Team,Conf,Class,Pos,G,Cmp,Att,Cmp%,Yds,TD,TD%,Int,Int%,Y/A,AY/A,Y/C,Y/G,Rate,Awards,Player
2019*,Auburn,SEC,FR,QB,13.0,217.0,377.0,57.6,2542.0,16.0,4.2,6.0,1.6,6.7,6.88,11.7,195.5,125.0,,Bo Nix
2020*,Auburn,SEC,SO,QB,11.0,214.0,357.0,59.9,2415.0,12.0,3.4,7.0,2.0,6.8,6.55,11.3,219.5,123.9,,Bo Nix
2021*,Auburn,SEC,JR,QB,10.0,197.0,323.0,61.0,2293.0,11.0,3.4,3.0,0.9,7.1,7.36,11.6,229.3,130.0,,Bo Nix
2022*,Oregon,Pac-12,SR,QB,13.0,294.0,409.0,71.9,3593.0,29.0,7.1,7.0,1.7,8.8,9.43,12.2,276.4,165.7,,Bo Nix
2023*,Oregon,Pac-12,SR,QB,14.0,364.0,470.0,77.4,4508.0,45.0,9.6,3.0,0.6,9.6,11.22,12.4,322.0,188.3,H-3,Bo Nix
Career,Career,Career,Career,QB,61.0,1286.0,1936.0,66.4,15351.0,113.0,5.8,26.0,1.3,7.9,8.49,11.9,251.7,149.6,,Bo Nix
,,,,QB,,,,,,,,,,,,,,,,Bo Nix
Auburn (3 Yrs),Auburn (3 Yrs),Auburn (3 Yrs),Auburn (3 Yrs),QB,34.0,628.0,1057.0,59.4,7250.0,39.0,3.7,16.0,1.5,6.9,6.92,11.5,213.2,126.2,,Bo Nix
Oregon (2 Yrs),Oregon (2 Yrs),Oregon (2 Yrs),Oregon (2 Yrs),QB,27.0,658.0,879.0,74.9,8101.0,74.0,8.4,10.0,1.1,9.2,10.39,12.3,300.0,177.8,,Bo Nix
