Draft_Year,Player,Pos,wAV,DrAV,G,College_Univ,Prospect_Grade,Ht,Wt,40yd,Vertical,Bench,Broad Jump,3Cone,Shuttle,G_college,Rec,Yds,Y/R,TD,Y/G,Att,G_college,Rec_college,Yds_college,Y/R_college,TD_college,Y/G_college,Att_college,G_college,Rec_college,Yds_college,Y/R_college,TD_college,Y/G_college,Att_college,G_college,Rec_college,Yds_college,Y/R_college,TD_college,Y/G_college,Att_college,G_college,Rec_college,Yds_college,Y/R_college,TD_college,Y/G_college,Att_college,G_college,Rec_college,Yds_college,Y/R_college,TD_college,Y/G_college,Att_college
2020,CeeDee Lamb,WR,57.0,57.0,81.0,Oklahoma,6.81,6-2,198.0,4.5,34.5,11.0,124.0,,,41.0,173.0,3292.0,19.0,32.0,80.3,9.0,41.0,173.0,3292.0,19.0,32.0,80.3,9.0,41.0,173.0,3292.0,19.0,32.0,80.3,9.0,41.0,173.0,3292.0,19.0,32.0,80.3,9.0,41.0,173.0,3292.0,19.0,32.0,80.3,9.0,41.0,173.0,3292.0,19.0,32.0,80.3,9.0
2020,Jalen Reagor,WR,10.0,7.0,64.0,TCU,6.36,5-11,206.0,4.47,42.0,17.0,138.0,7.31,4.46,39.0,148.0,2248.0,15.2,22.0,57.6,35.0,39.0,148.0,2248.0,15.2,22.0,57.6,35.0,39.0,148.0,2248.0,15.2,22.0,57.6,35.0,39.0,148.0,2248.0,15.2,22.0,57.6,35.0,39.0,148.0,2248.0,15.2,22.0,57.6,35.0,39.0,148.0,2248.0,15.2,22.0,57.6,35.0
2020,Justin Jefferson,WR,57.0,57.0,77.0,LSU,6.46,6-1,202.0,4.43,37.5,,126.0,,,34.0,165.0,2415.0,14.6,24.0,71.0,6.0,34.0,165.0,2415.0,14.6,24.0,71.0,6.0,34.0,165.0,2415.0,14.6,24.0,71.0,6.0,34.0,165.0,2415.0,14.6,24.0,71.0,6.0,34.0,165.0,2415.0,14.6,24.0,71.0,6.0,34.0,165.0,2415.0,14.6,24.0,71.0,6.0
2020,Brandon Aiyuk,WR,39.0,39.0,69.0,Arizona St.,6.38,6-0,205.0,4.5,40.0,11.0,128.0,,,25.0,98.0,1666.0,17.0,11.0,66.6,1.0,25.0,98.0,1666.0,17.0,11.0,66.6,1.0,25.0,98.0,1666.0,17.0,11.0,66.6,1.0,25.0,98.0,1666.0,17.0,11.0,66.6,1.0,25.0,98.0,1666.0,17.0,11.0,66.6,1.0,25.0,98.0,1666.0,17.0,11.0,66.6,1.0
2020,Tee Higgins,WR,37.0,37.0,70.0,Clemson,6.37,6-4,216.0,,,,,,,43.0,135.0,2448.0,18.1,27.0,56.9,1.0,43.0,135.0,2448.0,18.1,27.0,56.9,1.0,43.0,135.0,2448.0,18.1,27.0,56.9,1.0,43.0,135.0,2448.0,18.1,27.0,56.9,1.0,43.0,135.0,2448.0,18.1,27.0,56.9,1.0,43.0,135.0,2448.0,18.1,27.0,56.9,1.0
2020,Michael Pittman Jr.,WR,38.0,38.0,78.0,USC,6.38,,,,,,,,,48.0,171.0,2519.0,14.7,19.0,52.5,1.0,48.0,171.0,2519.0,14.7,19.0,52.5,1.0,48.0,171.0,2519.0,14.7,19.0,52.5,1.0,48.0,171.0,2519.0,14.7,19.0,52.5,1.0,48.0,171.0,2519.0,14.7,19.0,52.5,1.0,48.0,171.0,2519.0,14.7,19.0,52.5,1.0
2020,Laviska Shenault Jr.,WR,13.0,9.0,63.0,Colorado,6.35,6-1,227.0,4.58,,17.0,,,,32.0,149.0,1943.0,13.0,10.0,60.7,42.0,32.0,149.0,1943.0,13.0,10.0,60.7,42.0,32.0,149.0,1943.0,13.0,10.0,60.7,42.0,32.0,149.0,1943.0,13.0,10.0,60.7,42.0,32.0,149.0,1943.0,13.0,10.0,60.7,42.0,32.0,149.0,1943.0,13.0,10.0,60.7,42.0
2020,KJ Hamler,WR,5.0,5.0,23.0,Penn St.,6.33,5-9,178.0,,,15.0,,,,26.0,98.0,1658.0,16.9,13.0,63.8,17.0,26.0,98.0,1658.0,16.9,13.0,63.8,17.0,26.0,98.0,1658.0,16.9,13.0,63.8,17.0,26.0,98.0,1658.0,16.9,13.0,63.8,17.0,26.0,98.0,1658.0,16.9,13.0,63.8,17.0,26.0,98.0,1658.0,16.9,13.0,63.8,17.0
2020,Chase Claypool,WR,19.0,17.0,58.0,Notre Dame,6.32,6-4,238.0,4.42,40.5,19.0,126.0,,,49.0,150.0,2159.0,14.4,19.0,44.1,3.0,49.0,150.0,2159.0,14.4,19.0,44.1,3.0,49.0,150.0,2159.0,14.4,19.0,44.1,3.0,49.0,150.0,2159.0,14.4,19.0,44.1,3.0,49.0,150.0,2159.0,14.4,19.0,44.1,3.0,49.0,150.0,2159.0,14.4,19.0,44.1,3.0
2020,Van Jefferson,WR,17.0,13.0,78.0,Florida,6.27,6-1,200.0,,,,,,,48.0,175.0,2159.0,12.3,16.0,45.0,6.0,48.0,175.0,2159.0,12.3,16.0,45.0,6.0,48.0,175.0,2159.0,12.3,16.0,45.0,6.0,48.0,175.0,2159.0,12.3,16.0,45.0,6.0,48.0,175.0,2159.0,12.3,16.0,45.0,6.0,48.0,175.0,2159.0,12.3,16.0,45.0,6.0
2020,Denzel Mims,WR,5.0,5.0,30.0,Baylor,6.33,6-3,207.0,4.38,38.5,16.0,131.0,6.66,4.43,48.0,186.0,2925.0,15.7,28.0,60.9,1.0,48.0,186.0,2925.0,15.7,28.0,60.9,1.0,48.0,186.0,2925.0,15.7,28.0,60.9,1.0,48.0,186.0,2925.0,15.7,28.0,60.9,1.0,48.0,186.0,2925.0,15.7,28.0,60.9,1.0,48.0,186.0,2925.0,15.7,28.0,60.9,1.0
2021,Ja'Marr Chase,WR,48.0,48.0,62.0,LSU,7.12,6-0,201.0,4.34,41.0,,132.0,6.96,3.99,27.0,107.0,2093.0,19.6,23.0,77.5,1.0,27.0,107.0,2093.0,19.6,23.0,77.5,1.0,27.0,107.0,2093.0,19.6,23.0,77.5,1.0,27.0,107.0,2093.0,19.6,23.0,77.5,1.0,27.0,107.0,2093.0,19.6,23.0,77.5,1.0,27.0,107.0,2093.0,19.6,23.0,77.5,1.0
2021,Jaylen Waddle,WR,34.0,34.0,62.0,Alabama,6.86,,,,,,,,,34.0,106.0,1999.0,18.9,17.0,58.8,4.0,34.0,106.0,1999.0,18.9,17.0,58.8,4.0,34.0,106.0,1999.0,18.9,17.0,58.8,4.0,34.0,106.0,1999.0,18.9,17.0,58.8,4.0,34.0,106.0,1999.0,18.9,17.0,58.8,4.0,34.0,106.0,1999.0,18.9,17.0,58.8,4.0
2021,DeVonta Smith,WR,40.0,40.0,63.0,Alabama,7.13,,,,,,,,,54.0,235.0,3965.0,16.9,46.0,73.4,4.0,54.0,235.0,3965.0,16.9,46.0,73.4,4.0,54.0,235.0,3965.0,16.9,46.0,73.4,4.0,54.0,235.0,3965.0,16.9,46.0,73.4,4.0,54.0,235.0,3965.0,16.9,46.0,73.4,4.0,54.0,235.0,3965.0,16.9,46.0,73.4,4.0
2021,Kadarius Toney,WR,7.0,3.0,35.0,Florida,6.36,5-11,193.0,4.39,39.5,9.0,136.0,6.88,4.25,38.0,120.0,1590.0,13.3,12.0,41.8,66.0,38.0,120.0,1590.0,13.3,12.0,41.8,66.0,38.0,120.0,1590.0,13.3,12.0,41.8,66.0,38.0,120.0,1590.0,13.3,12.0,41.8,66.0,38.0,120.0,1590.0,13.3,12.0,41.8,66.0,38.0,120.0,1590.0,13.3,12.0,41.8,66.0
2021,Rashod Bateman,WR,18.0,18.0,51.0,Minnesota,6.27,6-0,190.0,4.39,36.0,,123.0,,,31.0,147.0,2395.0,16.3,19.0,77.3,0.0,31.0,147.0,2395.0,16.3,19.0,77.3,0.0,31.0,147.0,2395.0,16.3,19.0,77.3,0.0,31.0,147.0,2395.0,16.3,19.0,77.3,0.0,31.0,147.0,2395.0,16.3,19.0,77.3,0.0,31.0,147.0,2395.0,16.3,19.0,77.3,0.0
2021,Elijah Moore,WR,14.0,7.0,61.0,Mississippi,6.43,,,4.35,36.0,17.0,121.0,6.63,4.07,32.0,189.0,2441.0,12.9,16.0,76.3,21.0,32.0,189.0,2441.0,12.9,16.0,76.3,21.0,32.0,189.0,2441.0,12.9,16.0,76.3,21.0,32.0,189.0,2441.0,12.9,16.0,76.3,21.0,32.0,189.0,2441.0,12.9,16.0,76.3,21.0,32.0,189.0,2441.0,12.9,16.0,76.3,21.0
2021,Rondale Moore,WR,12.0,12.0,39.0,Purdue,6.22,5-7,180.0,4.28,42.5,,,6.65,4.06,20.0,178.0,1915.0,10.8,14.0,95.8,30.0,20.0,178.0,1915.0,10.8,14.0,95.8,30.0,20.0,178.0,1915.0,10.8,14.0,95.8,30.0,20.0,178.0,1915.0,10.8,14.0,95.8,30.0,20.0,178.0,1915.0,10.8,14.0,95.8,30.0,20.0,178.0,1915.0,10.8,14.0,95.8,30.0
2021,D'Wayne Eskridge,WR,2.0,2.0,30.0,Western Michigan,6.14,5-8,190.0,4.38,35.0,,124.0,6.93,4.22,45.0,122.0,2260.0,18.5,15.0,50.2,11.0,45.0,122.0,2260.0,18.5,15.0,50.2,11.0,45.0,122.0,2260.0,18.5,15.0,50.2,11.0,45.0,122.0,2260.0,18.5,15.0,50.2,11.0,45.0,122.0,2260.0,18.5,15.0,50.2,11.0,45.0,122.0,2260.0,18.5,15.0,50.2,11.0
2021,Tutu Atwell,WR,12.0,12.0,54.0,Louisville,5.97,5-8,155.0,4.42,33.0,,117.0,6.89,4.14,34.0,140.0,2307.0,16.5,21.0,67.9,11.0,34.0,140.0,2307.0,16.5,21.0,67.9,11.0,34.0,140.0,2307.0,16.5,21.0,67.9,11.0,34.0,140.0,2307.0,16.5,21.0,67.9,11.0,34.0,140.0,2307.0,16.5,21.0,67.9,11.0,34.0,140.0,2307.0,16.5,21.0,67.9,11.0
2021,Terrace Marshall Jr.,WR,6.0,6.0,43.0,LSU,6.34,6-2,205.0,4.4,39.0,19.0,125.0,,,32.0,106.0,1594.0,15.0,23.0,49.8,0.0,32.0,106.0,1594.0,15.0,23.0,49.8,0.0,32.0,106.0,1594.0,15.0,23.0,49.8,0.0,32.0,106.0,1594.0,15.0,23.0,49.8,0.0,32.0,106.0,1594.0,15.0,23.0,49.8,0.0,32.0,106.0,1594.0,15.0,23.0,49.8,0.0
2022,Drake London,WR,25.0,25.0,50.0,USC,6.4,6-4,219.0,,,,,,,27.0,160.0,2153.0,13.5,15.0,79.7,1.0,27.0,160.0,2153.0,13.5,15.0,79.7,1.0,27.0,160.0,2153.0,13.5,15.0,79.7,1.0,27.0,160.0,2153.0,13.5,15.0,79.7,1.0,27.0,160.0,2153.0,13.5,15.0,79.7,1.0,27.0,160.0,2153.0,13.5,15.0,79.7,1.0
2022,Garrett Wilson,WR,24.0,24.0,51.0,Ohio St.,6.5,6-0,183.0,4.38,36.0,,123.0,,4.36,33.0,143.0,2213.0,15.5,23.0,67.1,6.0,33.0,143.0,2213.0,15.5,23.0,67.1,6.0,33.0,143.0,2213.0,15.5,23.0,67.1,6.0,33.0,143.0,2213.0,15.5,23.0,67.1,6.0,33.0,143.0,2213.0,15.5,23.0,67.1,6.0,33.0,143.0,2213.0,15.5,23.0,67.1,6.0
2022,Chris Olave,WR,20.0,20.0,39.0,Ohio St.,6.43,6-0,187.0,4.39,32.0,,124.0,,,47.0,176.0,2711.0,15.4,35.0,57.7,3.0,47.0,176.0,2711.0,15.4,35.0,57.7,3.0,47.0,176.0,2711.0,15.4,35.0,57.7,3.0,47.0,176.0,2711.0,15.4,35.0,57.7,3.0,47.0,176.0,2711.0,15.4,35.0,57.7,3.0,47.0,176.0,2711.0,15.4,35.0,57.7,3.0
2022,Jameson Williams,WR,16.0,16.0,33.0,Alabama,6.48,6-2,179.0,,,,,,,34.0,94.0,1838.0,19.6,18.0,54.1,3.0,34.0,94.0,1838.0,19.6,18.0,54.1,3.0,34.0,94.0,1838.0,19.6,18.0,54.1,3.0,34.0,94.0,1838.0,19.6,18.0,54.1,3.0,34.0,94.0,1838.0,19.6,18.0,54.1,3.0,34.0,94.0,1838.0,19.6,18.0,54.1,3.0
2022,Jahan Dotson,WR,11.0,8.0,46.0,Penn St.,6.25,5-11,178.0,4.43,36.0,,121.0,7.28,,42.0,183.0,2757.0,15.1,25.0,65.6,8.0,42.0,183.0,2757.0,15.1,25.0,65.6,8.0,42.0,183.0,2757.0,15.1,25.0,65.6,8.0,42.0,183.0,2757.0,15.1,25.0,65.6,8.0,42.0,183.0,2757.0,15.1,25.0,65.6,8.0,42.0,183.0,2757.0,15.1,25.0,65.6,8.0
2022,Treylon Burks,WR,6.0,6.0,27.0,Arkansas,6.5,6-2,225.0,4.55,33.0,,122.0,7.28,,32.0,146.0,2399.0,16.4,18.0,75.0,38.0,32.0,146.0,2399.0,16.4,18.0,75.0,38.0,32.0,146.0,2399.0,16.4,18.0,75.0,38.0,32.0,146.0,2399.0,16.4,18.0,75.0,38.0,32.0,146.0,2399.0,16.4,18.0,75.0,38.0,32.0,146.0,2399.0,16.4,18.0,75.0,38.0
2022,Christian Watson,WR,16.0,16.0,38.0,North Dakota St.,6.27,6-4,208.0,4.36,38.5,,136.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,Wan'Dale Robinson,WR,11.0,11.0,38.0,Kentucky,6.17,5-8,178.0,4.44,34.5,,118.0,,,31.0,195.0,2248.0,11.5,10.0,72.5,141.0,31.0,195.0,2248.0,11.5,10.0,72.5,141.0,31.0,195.0,2248.0,11.5,10.0,72.5,141.0,31.0,195.0,2248.0,11.5,10.0,72.5,141.0,31.0,195.0,2248.0,11.5,10.0,72.5,141.0,31.0,195.0,2248.0,11.5,10.0,72.5,141.0
2022,John Metchie,WR,3.0,3.0,29.0,Alabama,6.18,5-11,187.0,,,,,,,39.0,155.0,2081.0,13.4,14.0,53.4,1.0,39.0,155.0,2081.0,13.4,14.0,53.4,1.0,39.0,155.0,2081.0,13.4,14.0,53.4,1.0,39.0,155.0,2081.0,13.4,14.0,53.4,1.0,39.0,155.0,2081.0,13.4,14.0,53.4,1.0,39.0,155.0,2081.0,13.4,14.0,53.4,1.0
2022,Tyquan Thornton,WR,3.0,3.0,28.0,Baylor,5.97,6-2,181.0,4.28,36.5,,130.0,,,47.0,143.0,2242.0,15.7,19.0,47.7,3.0,47.0,143.0,2242.0,15.7,19.0,47.7,3.0,47.0,143.0,2242.0,15.7,19.0,47.7,3.0,47.0,143.0,2242.0,15.7,19.0,47.7,3.0,47.0,143.0,2242.0,15.7,19.0,47.7,3.0,47.0,143.0,2242.0,15.7,19.0,47.7,3.0
2022,George Pickens,WR,24.0,24.0,48.0,Georgia,6.23,6-3,195.0,4.47,33.0,,125.0,,,26.0,90.0,1347.0,15.0,14.0,51.8,0.0,26.0,90.0,1347.0,15.0,14.0,51.8,0.0,26.0,90.0,1347.0,15.0,14.0,51.8,0.0,26.0,90.0,1347.0,15.0,14.0,51.8,0.0,26.0,90.0,1347.0,15.0,14.0,51.8,0.0,26.0,90.0,1347.0,15.0,14.0,51.8,0.0
2022,Alec Pierce,WR,15.0,15.0,49.0,Cincinnati,6.16,6-3,211.0,4.41,40.5,,129.0,7.13,4.28,45.0,106.0,1851.0,17.5,12.0,41.1,0.0,45.0,106.0,1851.0,17.5,12.0,41.1,0.0,45.0,106.0,1851.0,17.5,12.0,41.1,0.0,45.0,106.0,1851.0,17.5,12.0,41.1,0.0,45.0,106.0,1851.0,17.5,12.0,41.1,0.0,45.0,106.0,1851.0,17.5,12.0,41.1,0.0
2022,Skyy Moore,WR,4.0,4.0,36.0,Western Michigan,6.24,5-10,195.0,4.41,34.5,,125.0,7.13,4.32,30.0,171.0,2482.0,14.5,15.0,82.7,3.0,30.0,171.0,2482.0,14.5,15.0,82.7,3.0,30.0,171.0,2482.0,14.5,15.0,82.7,3.0,30.0,171.0,2482.0,14.5,15.0,82.7,3.0,30.0,171.0,2482.0,14.5,15.0,82.7,3.0,30.0,171.0,2482.0,14.5,15.0,82.7,3.0
2023,Jaxon Smith-Njigba,WR,15.0,15.0,34.0,Ohio St.,6.43,6-1,196.0,,35.0,,125.0,6.57,3.93,23.0,110.0,1698.0,15.4,10.0,73.8,0.0,23.0,110.0,1698.0,15.4,10.0,73.8,0.0,23.0,110.0,1698.0,15.4,10.0,73.8,0.0,23.0,110.0,1698.0,15.4,10.0,73.8,0.0,23.0,110.0,1698.0,15.4,10.0,73.8,0.0,23.0,110.0,1698.0,15.4,10.0,73.8,0.0
2023,Quentin Johnston,WR,11.0,11.0,32.0,TCU,6.39,6-3,208.0,,40.5,,134.0,,,32.0,115.0,2190.0,19.0,14.0,68.4,8.0,32.0,115.0,2190.0,19.0,14.0,68.4,8.0,32.0,115.0,2190.0,19.0,14.0,68.4,8.0,32.0,115.0,2190.0,19.0,14.0,68.4,8.0,32.0,115.0,2190.0,19.0,14.0,68.4,8.0,32.0,115.0,2190.0,19.0,14.0,68.4,8.0
2023,Zay Flowers,WR,20.0,20.0,33.0,Boston Col.,6.46,5-9,182.0,4.42,35.5,,127.0,,,48.0,200.0,3056.0,15.3,29.0,63.7,57.0,48.0,200.0,3056.0,15.3,29.0,63.7,57.0,48.0,200.0,3056.0,15.3,29.0,63.7,57.0,48.0,200.0,3056.0,15.3,29.0,63.7,57.0,48.0,200.0,3056.0,15.3,29.0,63.7,57.0,48.0,200.0,3056.0,15.3,29.0,63.7,57.0
2023,Jordan Addison,WR,15.0,15.0,32.0,USC,6.36,5-11,173.0,4.49,34.0,,122.0,,,35.0,219.0,3134.0,14.3,29.0,89.5,20.0,35.0,219.0,3134.0,14.3,29.0,89.5,20.0,35.0,219.0,3134.0,14.3,29.0,89.5,20.0,35.0,219.0,3134.0,14.3,29.0,89.5,20.0,35.0,219.0,3134.0,14.3,29.0,89.5,20.0,35.0,219.0,3134.0,14.3,29.0,89.5,20.0
2023,Jonathan Mingo,WR,4.0,4.0,32.0,Mississippi,6.27,6-2,220.0,4.46,39.5,22.0,129.0,,,41.0,112.0,1758.0,15.7,12.0,42.9,4.0,41.0,112.0,1758.0,15.7,12.0,42.9,4.0,41.0,112.0,1758.0,15.7,12.0,42.9,4.0,41.0,112.0,1758.0,15.7,12.0,42.9,4.0,41.0,112.0,1758.0,15.7,12.0,42.9,4.0,41.0,112.0,1758.0,15.7,12.0,42.9,4.0
2023,Jayden Reed,WR,18.0,18.0,33.0,Michigan St.,5.98,5-11,187.0,4.45,33.5,,121.0,,4.29,44.0,203.0,2866.0,14.1,26.0,65.1,18.0,44.0,203.0,2866.0,14.1,26.0,65.1,18.0,44.0,203.0,2866.0,14.1,26.0,65.1,18.0,44.0,203.0,2866.0,14.1,26.0,65.1,18.0,44.0,203.0,2866.0,14.1,26.0,65.1,18.0,44.0,203.0,2866.0,14.1,26.0,65.1,18.0
2023,Rashee Rice,WR,11.0,11.0,20.0,SMU,6.0,6-1,204.0,4.51,41.0,,128.0,,,44.0,233.0,3111.0,13.4,25.0,70.7,1.0,44.0,233.0,3111.0,13.4,25.0,70.7,1.0,44.0,233.0,3111.0,13.4,25.0,70.7,1.0,44.0,233.0,3111.0,13.4,25.0,70.7,1.0,44.0,233.0,3111.0,13.4,25.0,70.7,1.0,44.0,233.0,3111.0,13.4,25.0,70.7,1.0
2023,Marvin Mims,WR,10.0,10.0,33.0,Oklahoma,6.28,5-11,183.0,4.38,39.5,,129.0,6.9,,37.0,123.0,2398.0,19.5,20.0,64.8,5.0,37.0,123.0,2398.0,19.5,20.0,64.8,5.0,37.0,123.0,2398.0,19.5,20.0,64.8,5.0,37.0,123.0,2398.0,19.5,20.0,64.8,5.0,37.0,123.0,2398.0,19.5,20.0,64.8,5.0,37.0,123.0,2398.0,19.5,20.0,64.8,5.0
2024,Marvin Harrison Jr.,WR,8.0,8.0,17.0,Ohio St.,6.83,,,,,,,,,38.0,155.0,2613.0,16.9,31.0,68.8,4.0,38.0,155.0,2613.0,16.9,31.0,68.8,4.0,38.0,155.0,2613.0,16.9,31.0,68.8,4.0,38.0,155.0,2613.0,16.9,31.0,68.8,4.0,38.0,155.0,2613.0,16.9,31.0,68.8,4.0,38.0,155.0,2613.0,16.9,31.0,68.8,4.0
2024,Malik Nabers,WR,9.0,9.0,15.0,LSU,6.86,6-0,200.0,,,,,,,38.0,189.0,3003.0,15.9,21.0,79.0,6.0,38.0,189.0,3003.0,15.9,21.0,79.0,6.0,38.0,189.0,3003.0,15.9,21.0,79.0,6.0,38.0,189.0,3003.0,15.9,21.0,79.0,6.0,38.0,189.0,3003.0,15.9,21.0,79.0,6.0,38.0,189.0,3003.0,15.9,21.0,79.0,6.0
2024,Rome Odunze,WR,6.0,6.0,17.0,Washington,6.74,6-3,212.0,4.45,39.0,,124.0,6.88,4.03,40.0,214.0,3272.0,15.3,24.0,81.8,10.0,40.0,214.0,3272.0,15.3,24.0,81.8,10.0,40.0,214.0,3272.0,15.3,24.0,81.8,10.0,40.0,214.0,3272.0,15.3,24.0,81.8,10.0,40.0,214.0,3272.0,15.3,24.0,81.8,10.0,40.0,214.0,3272.0,15.3,24.0,81.8,10.0
2024,Brian Thomas,WR,11.0,11.0,17.0,LSU,6.47,6-3,209.0,4.33,38.5,11.0,126.0,,,38.0,127.0,1897.0,14.9,24.0,49.9,3.0,38.0,127.0,1897.0,14.9,24.0,49.9,3.0,38.0,127.0,1897.0,14.9,24.0,49.9,3.0,38.0,127.0,1897.0,14.9,24.0,49.9,3.0,38.0,127.0,1897.0,14.9,24.0,49.9,3.0,38.0,127.0,1897.0,14.9,24.0,49.9,3.0
2024,Xavier Worthy,WR,7.0,7.0,17.0,Texas,6.29,5-11,165.0,4.21,41.0,,131.0,,,39.0,197.0,2755.0,14.0,26.0,70.6,7.0,39.0,197.0,2755.0,14.0,26.0,70.6,7.0,39.0,197.0,2755.0,14.0,26.0,70.6,7.0,39.0,197.0,2755.0,14.0,26.0,70.6,7.0,39.0,197.0,2755.0,14.0,26.0,70.6,7.0,39.0,197.0,2755.0,14.0,26.0,70.6,7.0
2024,Ricky Pearsall,WR,3.0,3.0,11.0,Florida,6.32,6-1,189.0,4.41,42.0,17.0,129.0,6.64,4.05,55.0,159.0,2420.0,15.2,14.0,44.0,21.0,55.0,159.0,2420.0,15.2,14.0,44.0,21.0,55.0,159.0,2420.0,15.2,14.0,44.0,21.0,55.0,159.0,2420.0,15.2,14.0,44.0,21.0,55.0,159.0,2420.0,15.2,14.0,44.0,21.0,55.0,159.0,2420.0,15.2,14.0,44.0,21.0
2024,Xavier Legette,WR,5.0,5.0,16.0,South Carolina,6.26,6-1,221.0,4.39,40.0,,126.0,,,53.0,113.0,1678.0,14.8,12.0,31.7,16.0,53.0,113.0,1678.0,14.8,12.0,31.7,16.0,53.0,113.0,1678.0,14.8,12.0,31.7,16.0,53.0,113.0,1678.0,14.8,12.0,31.7,16.0,53.0,113.0,1678.0,14.8,12.0,31.7,16.0,53.0,113.0,1678.0,14.8,12.0,31.7,16.0
2024,Keon Coleman,WR,7.0,7.0,13.0,Florida St.,6.25,6-3,213.0,4.61,38.0,,127.0,,,34.0,115.0,1506.0,13.1,19.0,44.3,1.0,34.0,115.0,1506.0,13.1,19.0,44.3,1.0,34.0,115.0,1506.0,13.1,19.0,44.3,1.0,34.0,115.0,1506.0,13.1,19.0,44.3,1.0,34.0,115.0,1506.0,13.1,19.0,44.3,1.0,34.0,115.0,1506.0,13.1,19.0,44.3,1.0
2024,Ladd McConkey,WR,11.0,11.0,16.0,Georgia,6.4,6-0,186.0,4.39,36.0,13.0,124.0,,,39.0,119.0,1687.0,14.2,14.0,43.3,13.0,39.0,119.0,1687.0,14.2,14.0,43.3,13.0,39.0,119.0,1687.0,14.2,14.0,43.3,13.0,39.0,119.0,1687.0,14.2,14.0,43.3,13.0,39.0,119.0,1687.0,14.2,14.0,43.3,13.0,39.0,119.0,1687.0,14.2,14.0,43.3,13.0
2024,Ja'Lynn Polk,WR,1.0,1.0,15.0,Washington,6.21,6-1,203.0,4.52,37.5,,129.0,,,41.0,143.0,2231.0,15.6,18.0,54.4,5.0,41.0,143.0,2231.0,15.6,18.0,54.4,5.0,41.0,143.0,2231.0,15.6,18.0,54.4,5.0,41.0,143.0,2231.0,15.6,18.0,54.4,5.0,41.0,143.0,2231.0,15.6,18.0,54.4,5.0,41.0,143.0,2231.0,15.6,18.0,54.4,5.0
2024,Adonai Mitchell,WR,3.0,3.0,17.0,Texas,6.35,6-2,205.0,4.34,39.5,,136.0,,,35.0,93.0,1405.0,15.1,18.0,40.1,2.0,35.0,93.0,1405.0,15.1,18.0,40.1,2.0,35.0,93.0,1405.0,15.1,18.0,40.1,2.0,35.0,93.0,1405.0,15.1,18.0,40.1,2.0,35.0,93.0,1405.0,15.1,18.0,40.1,2.0,35.0,93.0,1405.0,15.1,18.0,40.1,2.0
