Draft_Year,Rnd,Pick,Tm,Player,Pos,Age,To,AP1,PB,St,wAV,DrAV,G,Pass_Cmp,Pass_Att,Pass_Yds,Pass_TD,Pass_Int,Rush_Att,Rush_Yds,Rush_TD,Receive_Rec,Receive_Yds,Receive_TD,Solo,Int,Sk,College_Univ,College Stats,Prospect_Grade,Ht,Wt,40yd,Vertical,Bench,Broad Jump,3Cone,Shuttle
2015,1,29,IND,Phillip Dorsett,WR,22,2023.0,0,0,0,16.0,7.0,94.0,0.0,1.0,0.0,0.0,0.0,14.0,84.0,0.0,151.0,2001.0,12.0,,,,Miami (FL),College Stats,6.2,5-10,185.0,4.33,37.0,13.0,122.0,6.7,4.11
2015,1,30,GNB,Damarious Randall,S,23,2020.0,0,0,5,21.0,11.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,244.0,14.0,2.5,Arizona St.,College Stats,5.9,5-11,196.0,4.46,38.0,14.0,120.0,6.83,4.07
2015,1,31,NOR,Stephone Anthony,ILB,23,2019.0,0,0,1,10.0,9.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.0,1.0,1.0,Clemson,College Stats,5.9,6-3,243.0,4.56,37.0,23.0,122.0,7.07,4.03
2015,1,32,NWE,Malcom Brown,DT,21,2021.0,0,0,6,43.0,27.0,106.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,160.0,,13.5,Texas,College Stats,6.7,6-2,319.0,5.05,29.5,26.0,98.0,7.84,4.59
2015,2,33,NYG,Landon Collins,S,21,2022.0,1,3,6,42.0,32.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,489.0,12.0,11.0,Alabama,College Stats,6.8,6-0,228.0,4.53,35.0,,120.0,7.38,4.33
2015,2,34,TAM,Donovan Smith,T,22,2023.0,0,0,9,57.0,53.0,136.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,Penn St.,College Stats,5.8,6-6,338.0,5.27,32.0,26.0,109.0,7.95,4.79
2015,2,36,JAX,T.J. Yeldon,RB,21,2020.0,0,0,2,20.0,19.0,60.0,0.0,0.0,0.0,0.0,0.0,492.0,2005.0,6.0,185.0,1448.0,7.0,,,,Alabama,College Stats,6.2,6-1,226.0,4.61,36.0,22.0,117.0,7.19,4.22
2015,2,37,NYJ,Devin Smith,WR,23,2021.0,0,0,0,2.0,1.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,248.0,2.0,3.0,,,Ohio St.,College Stats,6.2,6-0,196.0,4.42,39.0,10.0,122.0,,4.15
2015,2,38,WAS,Preston Smith,DE,22,2024.0,0,0,8,55.0,21.0,163.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,275.0,5.0,70.5,Mississippi St.,College Stats,6.1,6-5,271.0,4.74,34.0,24.0,121.0,7.07,4.28
2015,2,39,CHI,Eddie Goldman,DT,21,2024.0,0,0,4,35.0,32.0,98.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,123.0,,14.0,Florida St.,College Stats,6.7,6-4,336.0,5.28,,,,,
2015,2,40,TEN,Dorial Green-Beckham,WR,22,2016.0,0,0,0,7.0,4.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0,941.0,6.0,,,,Oklahoma,College Stats,6.2,6-5,237.0,4.49,33.5,13.0,119.0,6.89,4.45
2015,2,41,CAR,Devin Funchess,TE,21,2019.0,0,0,2,20.0,20.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,164.0,2265.0,21.0,,,,Michigan,College Stats,6.1,6-4,232.0,4.7,38.5,17.0,122.0,,
2015,2,42,ATL,Jalen Collins,CB,22,2016.0,0,0,0,4.0,4.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,2.0,,LSU,College Stats,6.7,6-1,203.0,4.48,36.0,,124.0,6.77,4.27
2015,2,43,HOU,Benardrick McKinney,ILB,22,2021.0,0,1,5,44.0,42.0,91.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,331.0,1.0,11.5,Mississippi St.,College Stats,6.7,6-4,246.0,4.66,40.5,16.0,121.0,7.21,4.27
2015,2,44,NOR,Hau'oli Kikaha,OLB,23,2017.0,0,0,1,5.0,5.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,,8.0,Washington,College Stats,6.3,6-2,253.0,4.93,,,,,
2015,2,45,MIN,Eric Kendricks,ILB,23,2024.0,1,1,10,64.0,55.0,147.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,729.0,11.0,21.5,UCLA,College Stats,6.2,6-0,232.0,4.61,38.0,19.0,124.0,,
2015,2,46,SFO,Jaquiski Tartt,S,23,2021.0,0,0,4,21.0,21.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,265.0,4.0,4.0,Samford,,6.1,6-1,221.0,4.53,,,124.0,,
2015,2,47,PHI,Eric Rowe,CB,22,2023.0,0,0,2,21.0,2.0,103.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,294.0,6.0,2.0,Utah,College Stats,5.9,6-1,205.0,4.45,39.0,19.0,125.0,6.7,3.97
2015,2,48,SDG,Denzel Perryman,ILB,22,2024.0,0,1,7,43.0,27.0,119.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,490.0,5.0,7.5,Miami (FL),College Stats,6.2,5-11,236.0,4.78,32.0,27.0,113.0,,
2015,2,49,KAN,Mitch Morse,G,23,2024.0,0,1,9,55.0,20.0,143.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Missouri,College Stats,5.6,6-5,305.0,5.14,31.0,36.0,112.0,7.6,4.5
2015,2,50,BUF,Ronald Darby,CB,21,2024.0,0,0,8,34.0,9.0,118.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,381.0,8.0,,Florida St.,College Stats,6.2,5-11,193.0,4.38,41.5,12.0,129.0,6.94,4.14
2015,2,51,CLE,Nate Orchard,DE,22,2021.0,0,0,1,8.0,7.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,1.0,6.0,Utah,College Stats,6.3,6-3,250.0,4.8,31.5,,115.0,7.28,4.43
2015,2,52,MIA,Jordan Phillips,NT,22,2024.0,0,0,5,31.0,9.0,129.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,124.0,2.0,24.0,Oklahoma,College Stats,6.7,6-5,329.0,5.17,30.0,28.0,105.0,7.88,4.68
2015,2,53,CIN,Jake Fisher,T,22,2018.0,0,0,0,9.0,9.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,43.0,0.0,,,,Oregon,College Stats,6.2,6-6,306.0,5.01,32.5,25.0,,7.25,4.33
2015,2,54,DET,Ameer Abdullah,RB,22,2024.0,0,0,2,21.0,10.0,141.0,0.0,0.0,0.0,0.0,0.0,494.0,1994.0,8.0,203.0,1468.0,11.0,25.0,,,Nebraska,College Stats,6.4,5-9,205.0,4.6,42.5,24.0,130.0,6.79,3.95
2015,2,55,BAL,Maxx Williams,TE,21,2022.0,0,0,2,8.0,4.0,83.0,0.0,0.0,0.0,0.0,0.0,5.0,14.0,0.0,105.0,1012.0,6.0,7.0,,,Minnesota,College Stats,6.2,6-4,249.0,4.78,34.5,17.0,117.0,7.3,4.37
2015,2,56,PIT,Senquez Golson,CB,22,,0,0,0,,,,,,,,,,,,,,,,,,Mississippi,College Stats,6.2,5-9,176.0,4.46,33.5,15.0,120.0,6.81,4.2
2015,2,57,STL,Rob Havenstein,T,23,2024.0,0,0,10,56.0,56.0,141.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,Wisconsin,College Stats,6.2,6-7,321.0,5.46,28.5,16.0,96.0,8.28,4.87
2015,2,58,ARI,Markus Golden,DE,24,2023.0,0,0,4,33.0,23.0,127.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,220.0,1.0,51.0,Missouri,College Stats,5.9,6-2,260.0,4.9,,,,,
2015,2,59,DEN,Ty Sambrailo,T,23,2021.0,0,0,0,14.0,4.0,71.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,35.0,1.0,,,,Colorado St.,College Stats,6.1,6-6,311.0,5.36,29.0,23.0,97.0,7.54,4.58
2015,2,60,DAL,Randy Gregory,OLB,22,2023.0,0,0,1,15.0,11.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.0,1.0,22.0,Nebraska,College Stats,6.8,6-5,235.0,4.64,36.5,24.0,125.0,,
2015,2,61,TAM,Ali Marpet,C,22,2021.0,0,1,7,43.0,43.0,101.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,Hobart,,5.9,6-4,307.0,4.98,30.5,30.0,108.0,7.33,4.47
2015,2,62,GNB,Quinten Rollins,CB,23,2017.0,0,0,0,7.0,7.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,3.0,1.0,Miami (OH),College Stats,6.3,5-11,195.0,4.57,36.5,14.0,122.0,7.1,4.28
2015,2,63,SEA,Frank Clark,DE,22,2023.0,0,3,6,49.0,20.0,128.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,184.0,2.0,58.5,Michigan,College Stats,5.1,6-3,271.0,4.79,38.5,19.0,118.0,7.08,4.05
2015,2,64,NWE,Jordan Richards,S,22,2021.0,0,0,1,10.0,5.0,86.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.0,,,Stanford,College Stats,5.8,5-11,211.0,4.65,32.0,13.0,111.0,6.74,4.22
2016,1,1,LAR,Jared Goff,QB,21,2024.0,0,4,8,96.0,45.0,134.0,3047.0,4646.0,35058.0,222.0,94.0,276.0,551.0,12.0,2.0,12.0,1.0,2.0,,,California,College Stats,7.0,6-4,215.0,4.82,27.0,,110.0,7.17,4.47
2016,1,2,PHI,Carson Wentz,QB,23,2024.0,0,1,6,60.0,43.0,98.0,2085.0,3327.0,22410.0,153.0,67.0,357.0,1418.0,11.0,2.0,11.0,0.0,1.0,,,North Dakota St.,College Stats,6.7,6-5,237.0,4.77,30.5,,118.0,6.86,4.15
2016,1,3,SDG,Joey Bosa,DE,21,2024.0,0,5,6,57.0,57.0,107.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,252.0,,72.0,Ohio St.,College Stats,7.0,6-5,269.0,4.86,32.0,24.0,120.0,6.89,4.21
2016,1,4,DAL,Ezekiel Elliott,RB,21,2024.0,1,3,7,68.0,65.0,135.0,1.0,1.0,4.0,0.0,0.0,2139.0,9130.0,74.0,368.0,2718.0,14.0,2.0,,,Ohio St.,College Stats,7.3,6-0,225.0,4.47,32.5,,118.0,,
2016,1,5,JAX,Jalen Ramsey,CB,21,2024.0,3,7,9,79.0,29.0,135.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,432.0,24.0,3.0,Florida St.,College Stats,7.0,6-1,209.0,4.41,41.5,14.0,135.0,6.94,4.18
2016,1,6,BAL,Ronnie Stanley,T,22,2024.0,1,2,7,59.0,59.0,104.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,Notre Dame,College Stats,7.0,6-6,312.0,5.2,28.5,,,8.03,4.9
2016,1,8,TEN,Jack Conklin,T,22,2024.0,2,0,6,54.0,30.0,106.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,,Michigan St.,College Stats,6.8,6-6,308.0,5.0,30.0,25.0,103.0,7.63,4.57
2016,1,9,CHI,Leonard Floyd,OLB,23,2024.0,0,0,9,59.0,22.0,138.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,253.0,2.0,66.5,Georgia,College Stats,7.0,6-6,244.0,4.6,39.5,,127.0,,
2016,1,10,NYG,Eli Apple,CB,21,2024.0,0,0,5,28.0,9.0,102.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,312.0,6.0,0.5,Ohio St.,College Stats,6.2,6-1,199.0,4.4,,13.0,,,
2016,1,11,TAM,Vernon Hargreaves III,CB,21,2021.0,0,0,4,18.0,10.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,245.0,4.0,,Florida,College Stats,7.0,5-10,204.0,4.5,39.0,15.0,130.0,,3.98
2016,1,12,NOR,Sheldon Rankins,DT,22,2024.0,0,0,5,33.0,16.0,116.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,156.0,1.0,30.5,Louisville,College Stats,6.7,6-1,299.0,5.03,34.5,28.0,118.0,7.44,4.59
2016,1,13,MIA,Laremy Tunsil,T,22,2024.0,0,5,8,55.0,13.0,125.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Mississippi,College Stats,7.5,6-5,310.0,5.23,,,,,
2016,1,14,OAK,Karl Joseph,S,22,2021.0,0,0,4,16.0,14.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,221.0,5.0,3.0,West Virginia,College Stats,6.2,5-10,205.0,4.57,,,,,
2016,1,15,CLE,Corey Coleman,WR,22,2018.0,0,0,2,6.0,5.0,27.0,0.0,0.0,0.0,0.0,0.0,3.0,15.0,0.0,61.0,789.0,5.0,,,,Baylor,College Stats,6.7,5-11,194.0,4.42,40.5,17.0,129.0,,
2016,1,16,DET,Taylor Decker,T,23,2024.0,0,1,8,54.0,54.0,126.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,15.0,2.0,,,,Ohio St.,College Stats,6.3,6-7,310.0,5.23,29.0,20.0,101.0,7.7,4.76
2016,1,17,ATL,Keanu Neal,S,21,2023.0,0,1,3,25.0,17.0,89.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,361.0,4.0,2.5,Florida,College Stats,6.3,6-0,211.0,4.62,38.0,17.0,132.0,7.09,4.38
2016,1,18,IND,Ryan Kelly,C,23,2024.0,0,4,9,54.0,54.0,121.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-4.0,0.0,,,,Alabama,College Stats,6.3,6-4,311.0,5.03,30.0,26.0,103.0,7.58,4.59
2016,1,19,BUF,Shaq Lawson,DE,22,2024.0,0,0,1,24.0,15.0,110.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,121.0,1.0,26.0,Clemson,College Stats,6.7,6-3,269.0,4.7,33.0,,120.0,7.16,4.21
2016,1,20,NYJ,Darron Lee,OLB,21,2020.0,0,0,3,19.0,17.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,178.0,3.0,4.0,Ohio St.,College Stats,6.7,6-1,232.0,4.47,35.5,17.0,133.0,7.12,4.2
2016,1,21,HOU,Will Fuller,WR,22,2021.0,0,0,5,24.0,24.0,55.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,0.0,213.0,3136.0,24.0,,,,Notre Dame,College Stats,6.7,6-0,186.0,4.32,33.5,10.0,126.0,6.93,4.27
2016,1,22,WAS,Josh Doctson,WR,23,2019.0,0,0,2,9.0,9.0,34.0,0.0,0.0,0.0,0.0,0.0,1.0,-14.0,0.0,81.0,1100.0,8.0,,,,TCU,College Stats,6.3,6-2,202.0,4.5,41.0,14.0,131.0,6.84,4.08
2016,1,23,MIN,Laquon Treadwell,WR,21,2024.0,0,0,2,8.0,5.0,83.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111.0,1242.0,5.0,3.0,,,Mississippi,College Stats,6.8,6-2,221.0,4.52,33.0,12.0,117.0,,
2016,1,24,CIN,William Jackson III,CB,23,2022.0,0,0,4,19.0,15.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170.0,5.0,1.0,Houston,College Stats,6.2,6-0,189.0,4.37,,10.0,116.0,,
2016,1,25,PIT,Artie Burns,CB,21,2024.0,0,0,1,17.0,14.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,156.0,4.0,,Miami (FL),College Stats,6.2,6-0,193.0,4.46,31.5,,,,
2016,1,26,DEN,Paxton Lynch,QB,22,2017.0,0,0,0,2.0,2.0,5.0,79.0,128.0,792.0,4.0,4.0,16.0,55.0,0.0,0.0,0.0,0.0,,,,Memphis,College Stats,6.8,6-7,244.0,4.86,36.0,,118.0,7.14,4.26
2016,1,27,GNB,Kenny Clark,DT,20,2024.0,0,3,8,60.0,60.0,140.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,236.0,,35.0,UCLA,College Stats,6.3,6-3,314.0,5.06,28.5,29.0,102.0,,4.62
2016,1,28,SFO,Joshua Garnett,G,22,2020.0,0,0,1,5.0,5.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Stanford,College Stats,6.3,6-4,312.0,5.32,29.0,30.0,99.0,7.62,4.64
2016,1,29,ARI,Robert Nkemdiche,DT,21,2021.0,0,0,0,6.0,5.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,,4.5,Mississippi,College Stats,6.8,6-3,294.0,4.87,35.0,28.0,116.0,,
2016,1,30,CAR,Vernon Butler,DT,22,2022.0,0,0,2,13.0,8.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,,8.0,Louisiana Tech,College Stats,6.7,6-4,323.0,5.33,29.5,26.0,104.0,7.82,4.76
2016,1,31,SEA,Germain Ifedi,G,22,2024.0,0,0,4,38.0,29.0,117.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Texas A&M,College Stats,6.3,6-6,324.0,5.27,32.5,24.0,109.0,,4.75
2016,2,32,CLE,Emmanuel Ogbah,DE,22,2024.0,0,0,6,41.0,14.0,123.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,185.0,2.0,47.5,Oklahoma St.,College Stats,6.7,6-4,273.0,4.63,35.5,20.0,121.0,7.26,4.5
2016,2,33,TEN,Kevin Dodd,DE,24,2017.0,0,0,0,2.0,2.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,,1.0,Clemson,College Stats,6.8,6-5,277.0,4.86,,,,,
2016,2,34,DAL,Jaylon Smith,OLB,21,2023.0,0,1,4,37.0,32.0,88.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,378.0,2.0,11.0,Notre Dame,College Stats,7.3,6-2,223.0,4.67,,,,,
2016,2,35,SDG,Hunter Henry,TE,21,2024.0,0,0,7,32.0,16.0,119.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,395.0,4527.0,40.0,2.0,,,Arkansas,College Stats,7.0,6-5,250.0,4.79,,13.0,,,
2016,2,36,JAX,Myles Jack,OLB,21,2023.0,0,0,7,42.0,36.0,106.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,408.0,3.0,7.5,UCLA,College Stats,7.5,6-1,245.0,4.56,,19.0,,,
2016,2,37,KAN,Chris Jones,DT,22,2024.0,3,6,9,88.0,88.0,138.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,207.0,2.0,80.5,Mississippi St.,College Stats,6.7,6-6,310.0,5.03,24.5,26.0,106.0,7.44,4.62
2016,2,37,KAN,Chris Jones,DT,22,2024.0,3,6,9,88.0,88.0,138.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,207.0,2.0,80.5,Mississippi St.,College Stats,6.7,6-0,195.0,4.57,,14.0,,,
2016,2,38,MIA,Xavien Howard,CB,23,2023.0,1,4,7,56.0,56.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,258.0,29.0,2.0,Baylor,College Stats,,6-0,201.0,4.58,33.0,11.0,122.0,7.18,4.15
2016,2,39,TAM,Noah Spence,DE,22,2021.0,0,0,0,5.0,5.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,,7.5,Eastern Kentucky,College Stats,6.7,6-2,251.0,4.8,35.0,25.0,121.0,7.21,4.35
2016,2,40,NYG,Sterling Shepard,WR,23,2024.0,0,0,5,30.0,27.0,104.0,0.0,0.0,0.0,0.0,0.0,32.0,255.0,1.0,404.0,4429.0,24.0,3.0,,,Oklahoma,College Stats,6.2,5-10,194.0,4.48,41.0,20.0,123.0,7.0,4.35
2016,2,41,BUF,Reggie Ragland,ILB,22,2022.0,0,0,3,22.0,,79.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,175.0,1.0,3.5,Alabama,College Stats,7.0,6-1,247.0,4.72,31.5,,116.0,,4.28
2016,2,42,BAL,Kamalei Correa,DE,22,2020.0,0,0,1,11.0,3.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,,8.5,Boise St.,College Stats,6.1,6-3,243.0,4.69,33.0,21.0,108.0,,
2016,2,43,TEN,Austin Johnson,NT,22,2024.0,0,0,3,28.0,8.0,131.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,132.0,2.0,8.5,Penn St.,College Stats,6.4,6-4,314.0,5.32,26.0,25.0,96.0,7.84,4.75
2016,2,44,OAK,Jihad Ward,DE,22,2024.0,0,0,3,21.0,6.0,119.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,,19.0,Illinois,College Stats,6.1,6-5,297.0,5.11,25.0,20.0,111.0,7.38,4.63
2016,2,45,TEN,Derrick Henry,RB,22,2024.0,1,5,6,76.0,61.0,136.0,7.0,9.0,37.0,4.0,0.0,2355.0,11423.0,106.0,174.0,1651.0,5.0,,,,Alabama,College Stats,6.7,6-3,247.0,4.54,37.0,22.0,130.0,7.2,4.38
2016,2,46,DET,A'Shawn Robinson,DT,21,2024.0,0,0,6,35.0,17.0,126.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,258.0,1.0,12.5,Alabama,College Stats,7.0,6-4,307.0,5.2,26.0,22.0,106.0,7.8,4.74
2016,2,47,NOR,Michael Thomas,WR,23,2023.0,2,3,4,60.0,60.0,83.0,0.0,0.0,0.0,0.0,0.0,2.0,-8.0,0.0,565.0,6569.0,36.0,1.0,,,Ohio St.,College Stats,6.3,6-3,212.0,4.57,35.0,18.0,126.0,6.8,4.13
2016,2,48,GNB,Jason Spriggs,T,22,2021.0,0,0,0,9.0,8.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Indiana,College Stats,6.1,6-6,301.0,4.94,31.5,31.0,115.0,7.7,4.44
2016,2,49,SEA,Jarran Reed,DT,23,2024.0,0,0,8,47.0,35.0,139.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,,38.5,Alabama,College Stats,6.7,6-3,307.0,5.21,31.0,,104.0,7.77,4.75
2016,2,50,HOU,Nick Martin,G,23,2022.0,0,0,4,29.0,27.0,83.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,Notre Dame,College Stats,6.2,6-4,299.0,5.22,28.0,28.0,97.0,7.57,4.72
2016,2,51,NYJ,Christian Hackenberg,QB,21,,0,0,0,,,,,,,,,,,,,,,,,,Penn St.,College Stats,6.1,6-4,223.0,4.78,31.0,,114.0,7.04,4.33
2016,2,52,ATL,Deion Jones,OLB,21,2024.0,0,1,5,42.0,39.0,111.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,476.0,13.0,12.0,LSU,College Stats,6.1,6-1,222.0,4.59,33.0,,120.0,,
2016,2,54,MIN,Mackensie Alexander,CB,22,2022.0,0,0,1,12.0,8.0,85.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,148.0,3.0,4.5,Clemson,College Stats,6.7,5-10,190.0,4.43,,11.0,,,
2016,2,55,CIN,Tyler Boyd,WR,21,2024.0,0,0,5,48.0,46.0,136.0,3.0,7.0,85.0,0.0,1.0,20.0,169.0,0.0,552.0,6390.0,31.0,1.0,,,Pittsburgh,College Stats,6.4,6-1,197.0,4.58,34.0,11.0,119.0,6.9,4.35
2016,2,56,CHI,Cody Whitehair,G,24,2024.0,0,1,8,43.0,42.0,136.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,Kansas St.,College Stats,6.8,6-4,301.0,5.02,25.5,16.0,110.0,7.32,4.58
2016,2,57,IND,T.J. Green,S,21,2021.0,0,0,0,6.0,5.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.0,,,Clemson,College Stats,5.9,6-2,209.0,4.34,35.5,13.0,129.0,,
2016,2,58,PIT,Sean Davis,CB,22,2021.0,0,0,3,18.0,18.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201.0,5.0,2.5,Maryland,College Stats,5.9,6-1,201.0,4.46,37.5,21.0,126.0,6.64,3.97
2016,2,59,TAM,Roberto Aguayo,K,22,2016.0,0,0,0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,Florida St.,College Stats,6.1,6-0,207.0,4.96,,,,,
2016,2,60,NWE,Cyrus Jones,CB,22,2019.0,0,0,0,4.0,1.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,,,Alabama,College Stats,5.9,5-10,197.0,4.49,33.0,10.0,116.0,6.71,4.21
2016,2,61,NOR,Vonn Bell,S,21,2024.0,0,0,7,37.0,12.0,139.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,501.0,8.0,9.5,Ohio St.,College Stats,6.2,5-11,199.0,4.52,,16.0,,,
2016,2,62,CAR,James Bradberry,CB,23,2023.0,0,1,8,46.0,16.0,125.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,381.0,19.0,3.0,Samford,College Stats,5.4,6-1,211.0,4.5,36.0,16.0,124.0,6.91,4.21
2016,2,63,DEN,Adam Gotsis,DT,23,2024.0,0,0,3,27.0,15.0,126.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139.0,,10.5,Georgia Tech,College Stats,6.1,6-4,287.0,4.88,,,,,
