Draft_Year,Rnd,Pick,Tm,Player,Pos,Age,To,AP1,PB,St,wAV,DrAV,G,Pass_Cmp,Pass_Att,Pass_Yds,Pass_TD,Pass_Int,Rush_Att,Rush_Yds,Rush_TD,Receive_Rec,Receive_Yds,Receive_TD,Solo,Int,Sk,College_Univ,College Stats,Prospect_Grade,College Stats URL,,
2017,2,50,TAM,Justin Evans,S,22,2023,0,0,2,10,8,43,0,0,0,0,0,0,0,0,0,0,0,119,4,,Texas A&M,College Stats,6.3,http://www.sports-reference.com/cfb/players/justin-evans-1.html,,
2017,2,51,DEN,DeMarcus Walker,DE,22,2024,0,0,2,24,6,100,0,0,0,0,0,0,0,0,0,0,0,117,,26.5,Florida St.,College Stats,6.1,http://www.sports-reference.com/cfb/players/demarcus-walker-1.html,,
2017,2,52,CLE,DeShone Kizer,QB,21,2018,0,0,1,6,5,18,275,518,3081,11,24,82,458,5,0,0,0,,,,Notre Dame,College Stats,6.3,http://www.sports-reference.com/cfb/players/deshone-kizer-1.html,,
2017,2,53,DET,Teez Tabor,CB,21,2023,0,0,0,5,3,39,0,0,0,0,0,0,0,0,0,0,0,47,,,Florida,College Stats,6.4,http://www.sports-reference.com/cfb/players/jalen-tabor-1.html,,
2017,2,54,MIA,Raekwon McMillan,LB,21,2024,0,0,2,15,9,72,0,0,0,0,0,0,0,0,0,0,0,172,,1,Ohio St.,College Stats,6.1,http://www.sports-reference.com/cfb/players/raekwon-mcmillan-1.html,,
2017,2,55,NYG,Dalvin Tomlinson,DT,23,2024,0,0,8,46,23,125,0,0,0,0,0,0,0,0,0,0,0,168,,19,Alabama,College Stats,6.1,http://www.sports-reference.com/cfb/players/dalvin-tomlinson-1.html,,
2017,2,56,OAK,Obi Melifonwu,S,23,2018,0,0,0,1,1,7,0,0,0,0,0,0,0,0,0,0,0,9,,,Connecticut,College Stats,6.2,http://www.sports-reference.com/cfb/players/obi-melifonwu-1.html,,
2017,2,57,HOU,Zach Cunningham,LB,22,2024,0,0,5,36,29,102,0,0,0,0,0,0,0,0,0,0,0,448,1,6.5,Vanderbilt,College Stats,6.4,http://www.sports-reference.com/cfb/players/zach-cunningham-1.html,,
2017,2,58,SEA,Ethan Pocic,C,22,2024,0,0,4,30,19,101,0,0,0,0,0,0,0,0,0,0,0,,,,LSU,College Stats,6.2,http://www.sports-reference.com/cfb/players/ethan-pocic-1.html,,
2017,2,59,KAN,Tanoh Kpassagnon,DE,23,2024,0,0,2,21,14,104,0,0,0,0,0,0,0,0,0,0,0,94,,16.5,Villanova,,6.1,,,
2017,2,60,DAL,Chidobe Awuzie,CB,22,2024,0,0,5,27,14,94,0,0,0,0,0,0,0,0,0,0,0,290,7,,Colorado,College Stats,6.2,http://www.sports-reference.com/cfb/players/chidobe-awuzie-1.html,,
2017,2,61,GNB,Josh Jones,S,22,2022,0,0,1,11,5,70,0,0,0,0,0,0,0,0,0,0,0,193,2,3,North Carolina St.,College Stats,6.3,http://www.sports-reference.com/cfb/players/josh-jones-3.html,,
2017,2,62,PIT,JuJu Smith-Schuster,WR,20,2024,0,1,4,41,30,104,0,0,0,0,0,4,22,1,448,5279,32,2,,,USC,College Stats,6.3,http://www.sports-reference.com/cfb/players/juju-smith-1.html,,
2017,2,63,BUF,Dion Dawkins,G,23,2024,0,4,8,66,66,128,0,0,0,0,0,0,0,0,2,8,2,2,,,Temple,College Stats,6.3,http://www.sports-reference.com/cfb/players/dion-dawkins-1.html,,
2017,2,64,CAR,Taylor Moton,G,23,2024,0,0,7,43,43,129,0,0,0,0,0,0,0,0,0,0,0,2,,,Western Michigan,College Stats,6.2,http://www.sports-reference.com/cfb/players/taylor-moton-1.html,,
2018,1,1,CLE,Baker Mayfield,QB,23,2024,0,2,6,70,37,106,2157,3395,24832,171,90,311,1201,10,1,17,0,1,,,Oklahoma,College Stats,6.7,http://www.sports-reference.com/cfb/players/baker-mayfield-1.html,,
2018,1,2,NYG,Saquon Barkley,RB,21,2024,1,3,6,58,40,90,0,0,0,0,0,1546,7216,48,321,2378,14,,,,Penn St.,College Stats,7.45,http://www.sports-reference.com/cfb/players/saquon-barkley-1.html,,
2018,1,3,NYJ,Sam Darnold,QB,21,2024,0,1,5,38,15,83,1443,2356,16383,98,68,276,972,14,0,0,0,,,,USC,College Stats,7.1,http://www.sports-reference.com/cfb/players/sam-darnold-1.html,,
2018,1,4,CLE,Denzel Ward,CB,21,2024,0,4,7,43,43,95,0,0,0,0,0,0,0,0,0,0,0,264,17,0.5,Ohio St.,College Stats,6.8,http://www.sports-reference.com/cfb/players/denzel-ward-3.html,,
2018,1,5,DEN,Bradley Chubb,DE,22,2023,0,2,3,35,25,73,0,0,0,0,0,0,0,0,0,0,0,157,1,39.5,North Carolina St.,College Stats,7.4,http://www.sports-reference.com/cfb/players/bradley-chubb-1.html,,
2018,1,6,IND,Quenton Nelson,G,22,2024,3,7,7,69,69,112,0,0,0,0,0,1,0,0,0,0,0,1,,,Notre Dame,College Stats,7.4,http://www.sports-reference.com/cfb/players/quenton-nelson-1.html,,
2018,1,7,BUF,Josh Allen,QB,22,2024,0,4,7,98,98,111,2296,3628,26434,195,84,759,4142,65,1,19,2,4,,,Wyoming,College Stats,6.4,http://www.sports-reference.com/cfb/players/josh-allen-7.html,,
2018,1,8,CHI,Roquan Smith,ILB,21,2024,3,3,7,78,37,110,0,0,0,0,0,0,0,0,0,0,0,616,10,21.5,Georgia,College Stats,7,http://www.sports-reference.com/cfb/players/roquan-smith-1.html,,
2018,1,9,SFO,Mike McGlinchey,T,24,2024,0,0,6,41,31,98,0,0,0,0,0,0,0,0,0,0,0,,,,Notre Dame,College Stats,6.4,http://www.sports-reference.com/cfb/players/mike-mcglinchey-1.html,,
2018,1,10,ARI,Josh Rosen,QB,21,2021,0,0,1,3,2,24,277,513,2864,12,21,26,151,0,0,0,0,,,,UCLA,College Stats,6.7,http://www.sports-reference.com/cfb/players/josh-rosen-1.html,,
2018,1,11,MIA,Minkah Fitzpatrick,S,21,2024,3,5,6,58,4,106,0,0,0,0,0,0,0,0,0,0,0,400,20,,Alabama,College Stats,6.7,http://www.sports-reference.com/cfb/players/minkah-fitzpatrick-1.html,,
2018,1,12,TAM,Vita Vea,DT,23,2024,0,2,5,45,45,95,0,0,0,0,0,0,0,0,1,1,1,138,,30.5,Washington,College Stats,7,http://www.sports-reference.com/cfb/players/vita-vea-1.html,,
2018,1,13,WAS,Daron Payne,DT,21,2024,0,1,7,49,49,115,0,0,0,0,0,0,0,0,0,0,0,215,1,34,Alabama,College Stats,7,http://www.sports-reference.com/cfb/players/daron-payne-1.html,,
2018,1,14,NOR,Marcus Davenport,DE,22,2024,0,0,2,20,18,69,0,0,0,0,0,0,0,0,0,0,0,82,,24,Texas-San Antonio,College Stats,6.4,http://www.sports-reference.com/cfb/players/marcus-davenport-1.html,,
2018,1,15,OAK,Kolton Miller,T,23,2024,0,0,7,42,42,109,0,0,0,0,0,0,0,0,0,0,0,,,,UCLA,College Stats,6.3,http://www.sports-reference.com/cfb/players/kolton-miller-1.html,,
2018,1,16,BUF,Tremaine Edmunds,ILB,20,2024,0,2,7,57,44,106,0,0,0,0,0,0,0,0,0,0,0,488,10,7.5,Virginia Tech,College Stats,7.3,http://www.sports-reference.com/cfb/players/tremaine-edmunds-1.html,,
2018,1,17,LAC,Derwin James,S,22,2024,1,4,5,38,38,82,0,0,0,0,0,0,0,0,0,0,0,383,9,17,Florida St.,College Stats,6.8,http://www.sports-reference.com/cfb/players/derwin-james-1.html,,
2018,1,18,GNB,Jaire Alexander,CB,21,2024,0,2,5,34,34,78,0,0,0,0,0,0,0,0,0,0,0,241,12,1.5,Louisville,College Stats,6.7,http://www.sports-reference.com/cfb/players/jaire-alexander-1.html,,
2018,1,19,DAL,Leighton Vander Esch,OLB,21,2023,0,1,5,35,35,71,0,0,0,0,0,0,0,0,0,0,0,296,3,3.5,Boise St.,College Stats,6.8,http://www.sports-reference.com/cfb/players/leighton-vander-esch-1.html,,
2018,1,20,DET,Frank Ragnow,C,22,2024,0,4,6,51,51,96,0,0,0,0,0,0,0,0,0,0,0,1,,,Arkansas,College Stats,6.2,http://www.sports-reference.com/cfb/players/frank-ragnow-1.html,,
2018,1,21,CIN,Billy Price,C,23,2022,0,0,3,18,9,69,0,0,0,0,0,0,0,0,0,0,0,2,,,Ohio St.,College Stats,6.4,http://www.sports-reference.com/cfb/players/billy-price-1.html,,
2018,1,22,TEN,Rashaan Evans,ILB,22,2024,0,0,4,32,25,87,0,0,0,0,0,0,0,0,0,0,0,286,2,5,Alabama,College Stats,6.7,http://www.sports-reference.com/cfb/players/rashaan-evans-1.html,,
2018,1,23,NWE,Isaiah Wynn,T,22,2024,0,0,3,23,19,56,0,0,0,0,0,0,0,0,0,0,0,2,,,Georgia,College Stats,6.7,http://www.sports-reference.com/cfb/players/isaiah-wynn-1.html,,
2018,1,24,CAR,D.J. Moore,WR,21,2024,0,0,7,56,36,114,0,2,0,0,0,57,431,1,558,7531,35,4,,,Maryland,College Stats,6.3,http://www.sports-reference.com/cfb/players/dj-moore-3.html,,
2018,1,25,BAL,Hayden Hurst,TE,25,2024,0,0,1,17,6,88,0,0,0,0,0,1,0,0,203,1975,15,2,,,South Carolina,College Stats,6.4,http://www.sports-reference.com/cfb/players/hayden-hurst-1.html,,
2018,1,26,ATL,Calvin Ridley,WR,23,2024,0,0,4,40,24,83,0,0,0,0,0,30,140,1,388,5375,40,1,,,Alabama,College Stats,6.8,http://www.sports-reference.com/cfb/players/calvin-ridley-1.html,,
2018,1,27,SEA,Rashaad Penny,RB,22,2023,0,0,0,13,13,45,0,0,0,0,0,348,1951,13,28,227,1,,,,San Diego St.,College Stats,6.3,http://www.sports-reference.com/cfb/players/rashaad-penny-1.html,,
2018,1,28,PIT,Terrell Edmunds,S,21,2024,0,0,5,27,25,101,0,0,0,0,0,0,0,0,0,0,0,315,6,7.5,Virginia Tech,College Stats,6.1,http://www.sports-reference.com/cfb/players/terrell-edmunds-1.html,,
2018,1,29,JAX,Taven Bryan,DT,22,2024,0,0,4,22,10,113,0,0,0,0,0,0,0,0,0,0,0,85,,11.5,Florida,College Stats,6.8,http://www.sports-reference.com/cfb/players/taven-bryan-1.html,,
2018,1,30,MIN,Mike Hughes,CB,21,2024,0,0,1,14,4,87,0,0,0,0,0,0,0,0,0,0,0,207,3,,Central Florida,College Stats,6.4,http://www.sports-reference.com/cfb/players/mike-hughes-4.html,,
2018,1,31,NWE,Sony Michel,RB,23,2022,0,0,2,21,15,65,0,0,0,0,0,779,3243,18,56,439,2,1,,,Georgia,College Stats,6.4,http://www.sports-reference.com/cfb/players/sony-michel-1.html,,
2018,1,32,BAL,Lamar Jackson,QB,21,2024,3,4,6,101,101,103,1678,2586,20059,166,49,1014,6173,33,0,0,0,1,,,Louisville,College Stats,6.4,http://www.sports-reference.com/cfb/players/lamar-jackson-1.html,,
2018,2,33,CLE,Austin Corbett,C,23,2024,0,0,4,26,1,81,0,0,0,0,0,0,0,0,0,0,0,3,,,Nevada,College Stats,6.2,http://www.sports-reference.com/cfb/players/austin-corbett-2.html,,
2018,2,34,NYG,Will Hernandez,G,23,2024,0,0,5,36,22,97,0,0,0,0,0,0,0,0,0,0,0,,,,Texas-El Paso,College Stats,6.7,http://www.sports-reference.com/cfb/players/will-hernandez-1.html,,
2018,2,35,CLE,Nick Chubb,RB,22,2024,0,4,5,47,47,85,0,0,0,0,0,1340,6843,51,128,1042,5,2,,,Georgia,College Stats,6.2,http://www.sports-reference.com/cfb/players/nick-chubb-1.html,,
2018,2,36,IND,Shaquille Leonard,LB,23,2023,3,3,5,60,59,75,0,0,0,0,0,0,0,0,0,0,0,397,12,16,South Carolina St.,,6.3,,,
2018,2,37,IND,Braden Smith,G,22,2024,0,0,7,39,39,94,0,0,0,0,0,0,0,0,0,0,0,,,,Auburn,College Stats,6.2,http://www.sports-reference.com/cfb/players/braden-smith-2.html,,
2018,2,38,TAM,Ronald Jones II,RB,21,2022,0,0,2,18,17,61,0,0,0,0,0,505,2244,19,77,593,1,1,,,USC,College Stats,6.7,http://www.sports-reference.com/cfb/players/ronald-jones-4.html,,
2018,2,39,CHI,James Daniels,C,20,2024,0,0,6,29,17,90,0,0,0,0,0,0,0,0,0,0,0,1,,,Iowa,College Stats,6.7,http://www.sports-reference.com/cfb/players/james-daniels-1.html,,
2018,2,40,DEN,Courtland Sutton,WR,22,2024,0,1,5,39,39,98,4,4,84,1,0,5,21,0,379,5340,32,5,,,SMU,College Stats,6.3,http://www.sports-reference.com/cfb/players/courtland-sutton-1.html,,
2018,2,41,TEN,Harold Landry,OLB,22,2024,0,1,5,40,40,98,0,0,0,0,0,0,0,0,0,0,0,251,2,50.5,Boston Col.,College Stats,6.7,http://www.sports-reference.com/cfb/players/harold-landry-1.html,,
2018,2,42,MIA,Mike Gesicki,TE,22,2024,0,0,2,26,19,115,0,1,0,0,0,0,0,0,325,3526,22,1,,,Penn St.,College Stats,6.4,http://www.sports-reference.com/cfb/players/mike-gesicki-1.html,,
2018,2,43,DET,Kerryon Johnson,RB,21,2021,0,0,1,11,11,35,0,0,0,0,0,283,1225,8,61,527,3,,,,Auburn,College Stats,6.3,http://www.sports-reference.com/cfb/players/kerryon-johnson-1.html,,
2018,2,44,SFO,Dante Pettis,WR,22,2024,0,0,0,10,5,58,2,2,32,0,0,3,35,0,83,1104,13,3,,,Washington,College Stats,6.2,http://www.sports-reference.com/cfb/players/dante-pettis-1.html,,
2018,2,45,GNB,Josh Jackson,CB,22,2022,0,0,0,8,7,49,0,0,0,0,0,0,0,0,0,0,0,77,,,Iowa,College Stats,6.7,http://www.sports-reference.com/cfb/players/joshua-jackson-3.html,,
2018,2,46,KAN,Breeland Speaks,DE,22,2018,0,0,0,3,3,16,0,0,0,0,0,0,0,0,0,0,0,15,,1.5,Mississippi,College Stats,6.1,http://www.sports-reference.com/cfb/players/breeland-speaks-1.html,,
2018,2,47,ARI,Christian Kirk,WR,21,2024,0,0,7,41,23,93,2,4,32,0,0,22,159,0,404,5176,29,1,,,Texas A&M,College Stats,6.3,http://www.sports-reference.com/cfb/players/christian-kirk-1.html,,
2018,2,48,LAC,Uchenna Nwosu,OLB,21,2024,0,0,2,24,13,91,0,0,0,0,0,0,0,0,0,0,0,147,1,27.5,USC,College Stats,6.2,http://www.sports-reference.com/cfb/players/uchenna-nwosu-1.html,,
2018,2,49,PHI,Dallas Goedert,TE,23,2024,0,0,7,35,35,93,0,0,0,0,0,1,1,0,349,4085,24,5,,,South Dakota St.,,6.3,,,
2018,2,50,DAL,Connor Williams,T,21,2024,0,0,6,34,20,92,0,0,0,0,0,0,0,0,0,0,0,,,,Texas,College Stats,6.3,http://www.sports-reference.com/cfb/players/connor-williams-2.html,,
2018,2,51,CHI,Anthony Miller,WR,23,2024,0,0,2,12,12,52,1,1,8,0,0,9,37,0,141,1605,12,3,,,Memphis,College Stats,6.2,http://www.sports-reference.com/cfb/players/anthony-miller-6.html,,
2018,2,52,IND,Kemoko Turay,OLB,23,2022,0,0,0,5,5,41,0,0,0,0,0,0,0,0,0,0,0,23,,12,Rutgers,College Stats,6.2,http://www.sports-reference.com/cfb/players/kemoko-turay-1.html,,
2018,2,53,TAM,M.J. Stewart,CB,22,2024,0,0,0,7,3,90,0,0,0,0,0,1,3,0,0,0,0,162,2,1,North Carolina,College Stats,6.2,http://www.sports-reference.com/cfb/players/mj-stewart-1.html,,
2018,2,54,CIN,Jessie Bates III,S,21,2024,0,1,7,47,30,113,0,0,0,0,0,0,0,0,0,0,0,478,24,1,Wake Forest,College Stats,6.3,http://www.sports-reference.com/cfb/players/jessie-bates-1.html,,
2018,2,55,CAR,Donte Jackson,CB,22,2024,0,0,7,29,24,95,0,0,0,0,0,0,0,0,0,0,0,276,19,1,LSU,College Stats,6.3,http://www.sports-reference.com/cfb/players/donte-jackson-1.html,,
2018,2,56,NWE,Duke Dawson,CB,21,2020,0,0,0,3,,26,0,0,0,0,0,0,0,0,0,0,0,17,,,Florida,College Stats,6.2,http://www.sports-reference.com/cfb/players/duke-dawson-1.html,,
2018,2,57,OAK,P.J. Hall,DT,23,2020,0,0,2,11,8,40,0,0,0,0,0,0,0,0,0,0,0,52,,2.5,Sam Houston St.,,6.2,,,
2018,2,58,ATL,Isaiah Oliver,CB,21,2024,0,0,2,17,12,96,0,0,0,0,0,0,0,0,0,0,0,243,3,3,Colorado,College Stats,6.4,http://www.sports-reference.com/cfb/players/isaiah-oliver-1.html,,
2018,2,59,WAS,Derrius Guice,RB,21,2019,0,0,0,2,2,5,0,0,0,0,0,42,245,2,7,79,1,,,,LSU,College Stats,6.7,http://www.sports-reference.com/cfb/players/derrius-guice-1.html,,
2018,2,60,PIT,James Washington,WR,22,2022,0,0,2,11,11,62,0,0,0,0,0,2,13,0,114,1629,11,1,,,Oklahoma St.,College Stats,6.2,http://www.sports-reference.com/cfb/players/james-washington-5.html,,
2018,2,61,JAX,DJ Chark,WR,21,2024,0,1,4,21,13,76,0,0,0,0,0,2,20,0,216,3100,24,6,,,LSU,College Stats,6.3,http://www.sports-reference.com/cfb/players/dj-chark-1.html,,
2018,2,62,MIN,Brian O'Neill,T,22,2024,0,2,7,52,52,110,0,0,0,0,0,0,0,0,0,0,0,1,,,Pittsburgh,College Stats,6.2,http://www.sports-reference.com/cfb/players/brian-oneill-1.html,,
2018,2,63,TAM,Carlton Davis,CB,21,2024,0,0,6,29,25,89,0,0,0,0,0,0,0,0,0,0,0,310,11,,Auburn,College Stats,6.7,http://www.sports-reference.com/cfb/players/carlton-davis-1.html,,
2018,2,64,IND,Tyquan Lewis,DE,23,2024,0,0,0,12,12,75,0,0,0,0,0,0,0,0,0,0,0,81,1,15,Ohio St.,College Stat,6.1,http://www.sports-reference.com/cfb/players/tyquan-lewis-1.html,,
2019,1,1,ARI,Kyler Murray,QB,22,2024,0,2,5,69,69,82,1864,2780,19498,115,57,503,3020,31,0,7,0,,,,Oklahoma,College Stats,6.8,http://www.sports-reference.com/cfb/players/kyler-murray-1.html,,
2019,1,2,SFO,Nick Bosa,DE,21,2024,1,5,5,57,57,82,0,0,0,0,0,0,0,0,0,0,0,183,2,62.5,Ohio St.,College Stats,7,http://www.sports-reference.com/cfb/players/nick-bosa-1.html,,
2019,1,3,NYJ,Quinnen Williams,DT,21,2024,1,3,6,51,51,90,0,0,0,0,0,0,0,0,0,0,0,182,1,39,Alabama,College Stats,6.7,http://www.sports-reference.com/cfb/players/quinnen-williams-1.html,,
2019,1,4,OAK,Clelin Ferrell,DE,22,2024,0,0,4,23,12,89,0,0,0,0,0,0,0,0,0,0,0,84,,17,Clemson,College Stats,6.7,http://www.sports-reference.com/cfb/players/clelin-ferrell-1.html,,
2019,1,5,TAM,Devin White,LB,21,2024,0,1,5,46,45,83,0,0,0,0,0,0,0,0,0,0,0,379,3,23,LSU,College Stats,6.7,http://www.sports-reference.com/cfb/players/devin-white-1.html,,
2019,1,6,NYG,Daniel Jones,QB,22,2024,0,0,5,42,42,70,1437,2241,14582,70,47,399,2179,15,1,16,0,,,,Duke,College Stats,6.3,http://www.sports-reference.com/cfb/players/daniel-jones-4.html,,
2019,1,7,JAX,Josh Hines-Allen,LB,22,2024,0,2,5,38,38,90,0,0,0,0,0,0,0,0,0,0,0,188,2,53,Kentucky,College Stats,7,http://www.sports-reference.com/cfb/players/josh-allen-6.html,,
2019,1,8,DET,T.J. Hockenson,TE,22,2024,0,2,3,30,16,82,0,0,0,0,0,1,0,0,382,4002,23,2,,,Iowa,College Stats,6.8,http://www.sports-reference.com/cfb/players/tj-hockenson-1.html,,
2019,1,9,BUF,Ed Oliver,DT,21,2024,0,0,5,42,42,92,0,0,0,0,0,0,0,0,0,0,0,144,1,27,Houston,College Stats,6.8,http://www.sports-reference.com/cfb/players/ed-oliver-2.html,,
2019,1,10,PIT,Devin Bush Jr.,LB,21,2024,0,0,3,28,23,81,0,0,0,0,0,0,0,0,0,0,0,236,2,5,Michigan,College Stats,6.7,http://www.sports-reference.com/cfb/players/devin-bush-2.html,,
2019,1,11,CIN,Jonah Williams,G,21,2024,0,0,4,33,31,65,0,0,0,0,0,0,0,0,0,0,0,,,,Alabama,College Stats,6.7,http://www.sports-reference.com/cfb/players/jonah-williams-1.html,,
2019,1,12,GNB,Rashan Gary,LB,21,2024,0,1,4,31,31,90,0,0,0,0,0,0,0,0,0,0,0,129,,39,Michigan,College Stats,6.8,http://www.sports-reference.com/cfb/players/rashan-gary-1.html,,
2019,1,13,MIA,Christian Wilkins,DT,23,2024,0,0,5,35,34,86,0,0,0,0,0,0,0,0,2,2,2,215,1,22.5,Clemson,College Stats,6.7,http://www.sports-reference.com/cfb/players/christian-wilkins-1.html,,
2019,1,14,ATL,Chris Lindstrom,G,22,2024,0,3,5,43,43,88,0,0,0,0,0,0,0,0,0,0,0,2,,,Boston Col.,College Stats,6.3,http://www.sports-reference.com/cfb/players/chris-lindstrom-1.html,,
2019,1,15,WAS,Dwayne Haskins,QB,22,2020,0,0,0,4,4,16,267,444,2804,12,14,40,147,1,0,0,0,,,,Ohio St.,College Stats,6.7,http://www.sports-reference.com/cfb/players/dwayne-haskins-1.html,,
2019,1,16,CAR,Brian Burns,DE,21,2024,0,2,5,42,36,97,0,0,0,0,0,0,0,0,0,0,0,193,,54.5,Florida St.,College Stats,6.7,http://www.sports-reference.com/cfb/players/brian-burns-2.html,,
2019,1,17,NYG,Dexter Lawrence,DT,21,2024,0,3,5,50,50,92,0,0,0,0,0,0,0,0,0,0,0,171,,30,Clemson,College Stats,6.7,http://www.sports-reference.com/cfb/players/dexter-lawrence-1.html,,
2019,1,18,MIN,Garrett Bradbury,C,24,2024,0,0,6,34,34,88,0,0,0,0,0,0,0,0,2,17,0,1,,,North Carolina St.,College Stats,6.7,http://www.sports-reference.com/cfb/players/garrett-bradbury-1.html,,
2019,1,19,TEN,Jeffery Simmons,DT,22,2024,0,3,6,51,51,84,0,0,0,0,0,0,0,0,1,2,1,180,,31.5,Mississippi St.,College Stats,7,http://www.sports-reference.com/cfb/players/jeffery-simmons-1.html,,
2019,1,20,DEN,Noah Fant,TE,21,2024,0,0,5,24,14,95,0,0,0,0,0,3,-12,0,300,3305,15,2,,,Iowa,College Stats,6.4,http://www.sports-reference.com/cfb/players/noah-fant-1.html,,
2019,1,21,GNB,Darnell Savage Jr.,S,22,2024,0,0,6,24,21,85,0,0,0,0,0,0,0,0,0,0,0,265,10,1,Maryland,College Stats,6.3,http://www.sports-reference.com/cfb/players/darnell-savage-jr-1.html,,
2019,1,22,PHI,Andre Dillard,T,23,2024,0,0,1,12,6,69,0,0,0,0,0,0,0,0,0,0,0,,,,Washington St.,College Stats,6.7,http://www.sports-reference.com/cfb/players/andre-dillard-1.html,,
2019,1,23,HOU,Tytus Howard,T,23,2024,0,0,5,31,31,77,0,0,0,0,0,0,0,0,0,0,0,,,,Alabama St.,,6.3,,,
2019,1,24,OAK,Josh Jacobs,RB,21,2024,1,3,6,51,39,90,0,0,0,0,0,1606,6874,61,233,1790,1,3,,,Alabama,College Stats,6.7,http://www.sports-reference.com/cfb/players/joshua-jacobs-1.html,,
2019,1,25,BAL,Marquise Brown,WR,22,2024,0,0,4,34,24,74,0,0,0,0,0,5,30,0,322,3735,28,3,,,Oklahoma,College Stats,6.7,http://www.sports-reference.com/cfb/players/marquise-brown-1.html,,
2019,1,26,WAS,Montez Sweat,DE,23,2024,0,1,5,42,28,92,0,0,0,0,0,0,0,0,0,0,0,155,1,47,Mississippi St.,College Stats,6.8,http://www.sports-reference.com/cfb/players/montez-sweat-1.html,,
2019,1,27,OAK,Johnathan Abram,S,22,2024,0,0,2,13,10,55,0,0,0,0,0,0,0,0,0,0,0,191,5,,Mississippi St.,College Stats,6.7,http://www.sports-reference.com/cfb/players/johnathan-abram-1.html,,
2019,1,28,LAC,Jerry Tillery,DT,22,2024,0,0,2,24,14,96,0,0,0,0,0,0,0,0,0,0,0,89,,12.5,Notre Dame,College Stats,6.7,http://www.sports-reference.com/cfb/players/jerry-tillery-2.html,,
2019,1,29,SEA,L.J. Collier,DE,23,2024,0,0,2,16,10,63,0,0,0,0,0,0,0,0,0,0,0,39,,6.5,TCU,College Stats,6.3,http://www.sports-reference.com/cfb/players/lj-collier-1.html,,
2019,1,30,NYG,Deandre Baker,CB,22,2021,0,0,1,6,5,26,0,0,0,0,0,0,0,0,0,0,0,65,,1,Georgia,College Stats,6.4,http://www.sports-reference.com/cfb/players/deandre-baker-1.html,,
2019,1,31,ATL,Kaleb McGary,T,24,2024,0,0,6,39,39,93,0,0,0,0,0,0,0,0,1,-3,0,,,,Washington,College Stats,6.3,http://www.sports-reference.com/cfb/players/kaleb-mcgary-1.html,,
2019,1,32,NWE,N'Keal Harry,WR,21,2023,0,0,1,7,6,49,0,0,0,0,0,7,49,0,64,714,5,,,,Arizona St.,College Stats,6.3,http://www.sports-reference.com/cfb/players/nkeal-harry-1.html,,
2019,2,33,ARI,Byron Murphy,CB,21,2024,0,1,5,33,17,87,0,0,0,0,0,0,0,0,0,0,0,289,14,3,Washington,College Stats,6.4,http://www.sports-reference.com/cfb/players/byron-murphy-1.html,,
2019,2,34,IND,Rock Ya-Sin,CB,23,2024,0,0,1,15,11,79,0,0,0,0,0,0,0,0,0,0,0,166,2,,Temple,College Stats,6.3,http://www.sports-reference.com/cfb/players/rock-ya-sin-1.html,,
2019,2,35,JAX,Jawaan Taylor,T,21,2024,0,0,6,38,25,99,0,0,0,0,0,0,0,0,0,0,0,1,,,Florida,College Stats,6.8,http://www.sports-reference.com/cfb/players/jawaan-taylor-1.html,,
2019,2,36,SFO,Deebo Samuel,WR,23,2024,1,1,5,47,47,81,1,3,24,1,0,202,1143,20,334,4792,22,2,,,South Carolina,College Stats,6.4,http://www.sports-reference.com/cfb/players/deebo-samuel-1.html,,
2019,2,37,CAR,Greg Little,T,21,2022,0,0,0,8,3,31,0,0,0,0,0,0,0,0,0,0,0,1,,,Mississippi,College Stats,6.3,http://www.sports-reference.com/cfb/players/greg-little-2.html,,
2019,2,38,BUF,Cody Ford,T,22,2024,0,0,1,21,13,82,0,0,0,0,0,0,0,0,0,0,0,1,,,Oklahoma,College Stats,6.7,http://www.sports-reference.com/cfb/players/cody-ford-1.html,,
2019,2,39,TAM,Sean Murphy-Bunting,CB,22,2024,0,0,3,24,14,82,0,0,0,0,0,0,0,0,0,0,0,211,11,1,Central Michigan,College Stats,6.2,http://www.sports-reference.com/cfb/players/sean-bunting-1.html,,
2019,2,40,OAK,Trayvon Mullen,CB,21,2022,0,0,2,11,11,46,0,0,0,0,0,0,0,0,0,0,0,128,4,,Clemson,College Stats,6.3,http://www.sports-reference.com/cfb/players/trayvon-mullen-1.html,,
2019,2,41,DEN,Dalton Risner,T,24,2024,0,0,5,27,20,87,0,0,0,0,0,0,0,0,0,0,0,,,,Kansas St.,College Stats,6.7,http://www.sports-reference.com/cfb/players/dalton-risner-1.html,,
2019,2,42,DEN,Drew Lock,QB,22,2024,0,0,1,14,12,36,576,967,6354,34,28,95,432,7,1,1,0,1,,,Missouri,College Stats,6.4,http://www.sports-reference.com/cfb/players/drew-lock-1.html,,
2019,2,43,DET,Jahlani Tavai,LB,22,2024,0,0,4,31,7,95,0,0,0,0,0,0,0,0,0,0,0,235,4,5.5,Hawaii,College Stats,5.9,http://www.sports-reference.com/cfb/players/jahlani-tavai-1.html,,
2019,2,44,GNB,Elgton Jenkins,C,23,2024,0,2,5,45,45,87,0,0,0,0,0,0,0,0,0,0,0,,,,Mississippi St.,College Stats,6.3,http://www.sports-reference.com/cfb/players/elgton-jenkins-1.html,,
