Draft_Year,Rnd,Pick,Tm,Player,Pos,Age,To,AP1,PB,St,wAV,DrAV,G,Pass_Cmp,Pass_Att,Pass_Yds,Pass_TD,Pass_Int,Rush_Att,Rush_Yds,Rush_TD,Receive_Rec,Receive_Yds,Receive_TD,Solo,Int,Sk,College_Univ,College Stats,Prospect_Grade,College Stats URL,,
2015,2,54,DET,Ameer Abdullah,RB,22,2024,0,0,2,21,10,141,0,0,0,0,0,494,1994,8,203,1468,11,25,,,Nebraska,College Stats,6.4,http://www.sports-reference.com/cfb/players/ameer-abdullah-1.html,,
2015,2,55,BAL,Maxx Williams,TE,21,2022,0,0,2,8,4,83,0,0,0,0,0,5,14,0,105,1012,6,7,,,Minnesota,College Stats,6.2,http://www.sports-reference.com/cfb/players/maxx-williams-1.html,,
2015,2,56,PIT,Senquez Golson,CB,22,,0,0,0,,,,,,,,,,,,,,,,,,Mississippi,College Stats,6.2,http://www.sports-reference.com/cfb/players/senquez-golson-1.html,,
2015,2,57,STL,Rob Havenstein,T,23,2024,0,0,10,56,56,141,0,0,0,0,0,0,0,0,0,0,0,1,,,Wisconsin,College Stats,6.2,http://www.sports-reference.com/cfb/players/rob-havenstein-1.html,,
2015,2,58,ARI,Markus Golden,DE,24,2023,0,0,4,33,23,127,0,0,0,0,0,0,0,0,0,0,0,220,1,51,Missouri,College Stats,5.9,http://www.sports-reference.com/cfb/players/markus-golden-1.html,,
2015,2,59,DEN,Ty Sambrailo,T,23,2021,0,0,0,14,4,71,0,0,0,0,0,0,0,0,1,35,1,,,,Colorado St.,College Stats,6.1,http://www.sports-reference.com/cfb/players/ty-sambrailo-1.html,,
2015,2,60,DAL,Randy Gregory,OLB,22,2023,0,0,1,15,11,72,0,0,0,0,0,0,0,0,0,0,0,85,1,22,Nebraska,College Stats,6.8,http://www.sports-reference.com/cfb/players/randy-gregory-1.html,,
2015,2,61,TAM,Ali Marpet,C,22,2021,0,1,7,43,43,101,0,0,0,0,0,0,0,0,0,0,0,1,,,Hobart,,5.9,,,
2015,2,62,GNB,Quinten Rollins,CB,23,2017,0,0,0,7,7,33,0,0,0,0,0,0,0,0,0,0,0,76,3,1,Miami (OH),College Stats,6.3,http://www.sports-reference.com/cfb/players/quinten-rollins-1.html,,
2015,2,63,SEA,Frank Clark,DE,22,2023,0,3,6,49,20,128,0,0,0,0,0,0,0,0,0,0,0,184,2,58.5,Michigan,College Stats,5.1,http://www.sports-reference.com/cfb/players/frank-clark-1.html,,
2015,2,64,NWE,Jordan Richards,S,22,2021,0,0,1,10,5,86,0,0,0,0,0,0,0,0,0,0,0,77,,,Stanford,College Stats,5.8,http://www.sports-reference.com/cfb/players/jordan-richards-2.html,,
2016,1,1,LAR,Jared Goff,QB,21,2024,0,4,8,96,45,134,3047,4646,35058,222,94,276,551,12,2,12,1,2,,,California,College Stats,7,http://www.sports-reference.com/cfb/players/jared-goff-1.html,,
2016,1,2,PHI,Carson Wentz,QB,23,2024,0,1,6,60,43,98,2085,3327,22410,153,67,357,1418,11,2,11,0,1,,,North Dakota St.,College Stats,6.7,http://www.sports-reference.com/cfb/players/carson-wentz-1.html,,
2016,1,3,SDG,Joey Bosa,DE,21,2024,0,5,6,57,57,107,0,0,0,0,0,0,0,0,0,0,0,252,,72,Ohio St.,College Stats,7,http://www.sports-reference.com/cfb/players/joey-bosa-1.html,,
2016,1,4,DAL,Ezekiel Elliott,RB,21,2024,1,3,7,68,65,135,1,1,4,0,0,2139,9130,74,368,2718,14,2,,,Ohio St.,College Stats,7.3,http://www.sports-reference.com/cfb/players/ezekiel-elliott-1.html,,
2016,1,5,JAX,Jalen Ramsey,CB,21,2024,3,7,9,79,29,135,0,0,0,0,0,0,0,0,0,0,0,432,24,3,Florida St.,College Stats,7,http://www.sports-reference.com/cfb/players/jalen-ramsey-1.html,,
2016,1,6,BAL,Ronnie Stanley,T,22,2024,1,2,7,59,59,104,0,0,0,0,0,0,0,0,0,0,0,1,,,Notre Dame,College Stats,7,http://www.sports-reference.com/cfb/players/ronnie-stanley-2.html,,
2016,1,7,SFO,DeForest Buckner,DE,22,2024,1,3,8,73,34,141,0,0,0,0,0,0,0,0,0,0,0,356,,67.5,Oregon,College Stats,7.4,http://www.sports-reference.com/cfb/players/deforest-buckner-1.html,,
2016,1,8,TEN,Jack Conklin,T,22,2024,2,0,6,54,30,106,0,0,0,0,0,0,0,0,0,0,0,2,,,Michigan St.,College Stats,6.8,http://www.sports-reference.com/cfb/players/jack-conklin-1.html,,
2016,1,9,CHI,Leonard Floyd,OLB,23,2024,0,0,9,59,22,138,0,0,0,0,0,0,0,0,0,0,0,253,2,66.5,Georgia,College Stats,7,http://www.sports-reference.com/cfb/players/leonard-floyd-1.html,,
2016,1,10,NYG,Eli Apple,CB,21,2024,0,0,5,28,9,102,0,0,0,0,0,0,0,0,0,0,0,312,6,0.5,Ohio St.,College Stats,6.2,http://www.sports-reference.com/cfb/players/eli-apple-1.html,,
2016,1,11,TAM,Vernon Hargreaves III,CB,21,2021,0,0,4,18,10,69,0,0,0,0,0,0,0,0,0,0,0,245,4,,Florida,College Stats,7,http://www.sports-reference.com/cfb/players/vernon-hargreaves-iii-1.html,,
2016,1,12,NOR,Sheldon Rankins,DT,22,2024,0,0,5,33,16,116,0,0,0,0,0,0,0,0,0,0,0,156,1,30.5,Louisville,College Stats,6.7,http://www.sports-reference.com/cfb/players/sheldon-rankins-1.html,,
2016,1,13,MIA,Laremy Tunsil,T,22,2024,0,5,8,55,13,125,0,0,0,0,0,0,0,0,0,0,0,,,,Mississippi,College Stats,7.5,http://www.sports-reference.com/cfb/players/laremy-tunsil-1.html,,
2016,1,14,OAK,Karl Joseph,S,22,2021,0,0,4,16,14,65,0,0,0,0,0,0,0,0,0,0,0,221,5,3,West Virginia,College Stats,6.2,http://www.sports-reference.com/cfb/players/karl-joseph-1.html,,
2016,1,15,CLE,Corey Coleman,WR,22,2018,0,0,2,6,5,27,0,0,0,0,0,3,15,0,61,789,5,,,,Baylor,College Stats,6.7,http://www.sports-reference.com/cfb/players/corey-coleman-1.html,,
2016,1,16,DET,Taylor Decker,T,23,2024,0,1,8,54,54,126,0,0,0,0,0,0,0,0,3,15,2,,,,Ohio St.,College Stats,6.3,http://www.sports-reference.com/cfb/players/taylor-decker-1.html,,
2016,1,17,ATL,Keanu Neal,S,21,2023,0,1,3,25,17,89,0,0,0,0,0,0,0,0,0,0,0,361,4,2.5,Florida,College Stats,6.3,http://www.sports-reference.com/cfb/players/keanu-neal-1.html,,
2016,1,18,IND,Ryan Kelly,C,23,2024,0,4,9,54,54,121,0,0,0,0,0,0,0,0,1,-4,0,,,,Alabama,College Stats,6.3,http://www.sports-reference.com/cfb/players/ryan-kelly-1.html,,
2016,1,19,BUF,Shaq Lawson,DE,22,2024,0,0,1,24,15,110,0,0,0,0,0,0,0,0,0,0,0,121,1,26,Clemson,College Stats,6.7,http://www.sports-reference.com/cfb/players/shaq-lawson-1.html,,
2016,1,20,NYJ,Darron Lee,OLB,21,2020,0,0,3,19,17,58,0,0,0,0,0,0,0,0,0,0,0,178,3,4,Ohio St.,College Stats,6.7,http://www.sports-reference.com/cfb/players/darron-lee-1.html,,
2016,1,21,HOU,Will Fuller,WR,22,2021,0,0,5,24,24,55,0,0,0,0,0,4,6,0,213,3136,24,,,,Notre Dame,College Stats,6.7,http://www.sports-reference.com/cfb/players/william-fuller-2.html,,
2016,1,22,WAS,Josh Doctson,WR,23,2019,0,0,2,9,9,34,0,0,0,0,0,1,-14,0,81,1100,8,,,,TCU,College Stats,6.3,http://www.sports-reference.com/cfb/players/josh-doctson-1.html,,
2016,1,23,MIN,Laquon Treadwell,WR,21,2024,0,0,2,8,5,83,0,0,0,0,0,0,0,0,111,1242,5,3,,,Mississippi,College Stats,6.8,http://www.sports-reference.com/cfb/players/laquon-treadwell-1.html,,
2016,1,24,CIN,William Jackson III,CB,23,2022,0,0,4,19,15,75,0,0,0,0,0,0,0,0,0,0,0,170,5,1,Houston,College Stats,6.2,http://www.sports-reference.com/cfb/players/william-jackson-iii-1.html,,
2016,1,25,PIT,Artie Burns,CB,21,2024,0,0,1,17,14,90,0,0,0,0,0,0,0,0,0,0,0,156,4,,Miami (FL),College Stats,6.2,http://www.sports-reference.com/cfb/players/artie-burns-1.html,,
2016,1,26,DEN,Paxton Lynch,QB,22,2017,0,0,0,2,2,5,79,128,792,4,4,16,55,0,0,0,0,,,,Memphis,College Stats,6.8,http://www.sports-reference.com/cfb/players/paxton-lynch-1.html,,
2016,1,27,GNB,Kenny Clark,DT,20,2024,0,3,8,60,60,140,0,0,0,0,0,0,0,0,0,0,0,236,,35,UCLA,College Stats,6.3,http://www.sports-reference.com/cfb/players/kenneth-clark-1.html,,
2016,1,28,SFO,Joshua Garnett,G,22,2020,0,0,1,5,5,25,0,0,0,0,0,0,0,0,0,0,0,,,,Stanford,College Stats,6.3,http://www.sports-reference.com/cfb/players/joshua-garnett-1.html,,
2016,1,29,ARI,Robert Nkemdiche,DT,21,2021,0,0,0,6,5,38,0,0,0,0,0,0,0,0,0,0,0,33,,4.5,Mississippi,College Stats,6.8,http://www.sports-reference.com/cfb/players/robert-nkemdiche-1.html,,
2016,1,30,CAR,Vernon Butler,DT,22,2022,0,0,2,13,8,77,0,0,0,0,0,0,0,0,0,0,0,58,,8,Louisiana Tech,College Stats,6.7,http://www.sports-reference.com/cfb/players/vernon-butler-1.html,,
2016,1,31,SEA,Germain Ifedi,G,22,2024,0,0,4,38,29,117,0,0,0,0,0,0,0,0,0,0,0,,,,Texas A&M,College Stats,6.3,http://www.sports-reference.com/cfb/players/germain-ifedi-1.html,,
2016,2,32,CLE,Emmanuel Ogbah,DE,22,2024,0,0,6,41,14,123,0,0,0,0,0,0,0,0,0,0,0,185,2,47.5,Oklahoma St.,College Stats,6.7,http://www.sports-reference.com/cfb/players/emmanuel-ogbah-1.html,,
2016,2,33,TEN,Kevin Dodd,DE,24,2017,0,0,0,2,2,18,0,0,0,0,0,0,0,0,0,0,0,9,,1,Clemson,College Stats,6.8,http://www.sports-reference.com/cfb/players/kevin-dodd-1.html,,
2016,2,34,DAL,Jaylon Smith,OLB,21,2023,0,1,4,37,32,88,0,0,0,0,0,0,0,0,0,0,0,378,2,11,Notre Dame,College Stats,7.3,http://www.sports-reference.com/cfb/players/jaylon-smith-1.html,,
2016,2,35,SDG,Hunter Henry,TE,21,2024,0,0,7,32,16,119,0,0,0,0,0,0,0,0,395,4527,40,2,,,Arkansas,College Stats,7,http://www.sports-reference.com/cfb/players/hunter-henry-1.html,,
2016,2,36,JAX,Myles Jack,OLB,21,2023,0,0,7,42,36,106,0,0,0,0,0,0,0,0,0,0,0,408,3,7.5,UCLA,College Stats,7.5,http://www.sports-reference.com/cfb/players/myles-jack-1.html,,
2016,2,37,KAN,Chris Jones,DT,22,2024,3,6,9,88,88,138,0,0,0,0,0,0,0,0,0,0,0,207,2,80.5,Mississippi St.,College Stats,6.7,http://www.sports-reference.com/cfb/players/chris-jones-8.html,,
2016,2,38,MIA,Xavien Howard,CB,23,2023,1,4,7,56,56,100,0,0,0,0,0,0,0,0,0,0,0,258,29,2,Baylor,College Stats,n/a,http://www.sports-reference.com/cfb/players/xavien-howard-1.html,,
2016,2,39,TAM,Noah Spence,DE,22,2021,0,0,0,5,5,43,0,0,0,0,0,0,0,0,0,0,0,28,,7.5,Eastern Kentucky,College Stats,6.7,http://www.sports-reference.com/cfb/players/noah-spence-1.html,,
2016,2,40,NYG,Sterling Shepard,WR,23,2024,0,0,5,30,27,104,0,0,0,0,0,32,255,1,404,4429,24,3,,,Oklahoma,College Stats,6.2,http://www.sports-reference.com/cfb/players/sterling-shepard-1.html,,
2016,2,41,BUF,Reggie Ragland,ILB,22,2022,0,0,3,22,,79,0,0,0,0,0,0,0,0,0,0,0,175,1,3.5,Alabama,College Stats,7,http://www.sports-reference.com/cfb/players/reggie-ragland-1.html,,
2016,2,42,BAL,Kamalei Correa,DE,22,2020,0,0,1,11,3,63,0,0,0,0,0,0,0,0,0,0,0,57,,8.5,Boise St.,College Stats,6.1,http://www.sports-reference.com/cfb/players/kamalei-correa-1.html,,
2016,2,43,TEN,Austin Johnson,NT,22,2024,0,0,3,28,8,131,0,0,0,0,0,0,0,0,0,0,0,132,2,8.5,Penn St.,College Stats,6.4,http://www.sports-reference.com/cfb/players/austin-johnson-2.html,,
2016,2,44,OAK,Jihad Ward,DE,22,2024,0,0,3,21,6,119,0,0,0,0,0,0,0,0,0,0,0,90,,19,Illinois,College Stats,6.1,http://www.sports-reference.com/cfb/players/jihad-ward-1.html,,
2016,2,45,TEN,Derrick Henry,RB,22,2024,1,5,6,76,61,136,7,9,37,4,0,2355,11423,106,174,1651,5,,,,Alabama,College Stats,6.7,http://www.sports-reference.com/cfb/players/derrick-henry-2.html,,
2016,2,46,DET,A'Shawn Robinson,DT,21,2024,0,0,6,35,17,126,0,0,0,0,0,0,0,0,0,0,0,258,1,12.5,Alabama,College Stats,7,http://www.sports-reference.com/cfb/players/ashawn-robinson-1.html,,
2016,2,47,NOR,Michael Thomas,WR,23,2023,2,3,4,60,60,83,0,0,0,0,0,2,-8,0,565,6569,36,1,,,Ohio St.,College Stats,6.3,http://www.sports-reference.com/cfb/players/michael-thomas-3.html,,
2016,2,48,GNB,Jason Spriggs,T,22,2021,0,0,0,9,8,59,0,0,0,0,0,0,0,0,0,0,0,,,,Indiana,College Stats,6.1,http://www.sports-reference.com/cfb/players/jason-spriggs-1.html,,
2016,2,49,SEA,Jarran Reed,DT,23,2024,0,0,8,47,35,139,0,0,0,0,0,0,0,0,0,0,0,200,,38.5,Alabama,College Stats,6.7,http://www.sports-reference.com/cfb/players/jarran-reed-1.html,,
2016,2,50,HOU,Nick Martin,G,23,2022,0,0,4,29,27,83,0,0,0,0,0,0,0,0,0,0,0,,,,Notre Dame,College Stats,6.2,http://www.sports-reference.com/cfb/players/nick-martin-1.html,,
2016,2,51,NYJ,Christian Hackenberg,QB,21,,0,0,0,,,,,,,,,,,,,,,,,,Penn St.,College Stats,6.1,http://www.sports-reference.com/cfb/players/christian-hackenberg-1.html,,
2016,2,52,ATL,Deion Jones,OLB,21,2024,0,1,5,42,39,111,0,0,0,0,0,0,0,0,0,0,0,476,13,12,LSU,College Stats,6.1,http://www.sports-reference.com/cfb/players/deion-jones-1.html,,
2016,2,53,WAS,Su'a Cravens,OLB,21,2018,0,0,0,5,4,16,0,0,0,0,0,0,0,0,0,0,0,35,1,1,USC,College Stats,6.7,http://www.sports-reference.com/cfb/players/sua-cravens-1.html,,
2016,2,54,MIN,Mackensie Alexander,CB,22,2022,0,0,1,12,8,85,0,0,0,0,0,0,0,0,0,0,0,148,3,4.5,Clemson,College Stats,6.7,http://www.sports-reference.com/cfb/players/mackensie-alexander-1.html,,
2016,2,55,CIN,Tyler Boyd,WR,21,2024,0,0,5,48,46,136,3,7,85,0,1,20,169,0,552,6390,31,1,,,Pittsburgh,College Stats,6.4,http://www.sports-reference.com/cfb/players/tyler-boyd-1.html,,
2016,2,56,CHI,Cody Whitehair,G,24,2024,0,1,8,43,42,136,0,0,0,0,0,0,0,0,0,0,0,1,,,Kansas St.,College Stats,6.8,http://www.sports-reference.com/cfb/players/cody-whitehair-1.html,,
2016,2,57,IND,T.J. Green,S,21,2021,0,0,0,6,5,41,0,0,0,0,0,0,0,0,0,0,0,73,,,Clemson,College Stats,5.9,http://www.sports-reference.com/cfb/players/tj-green-1.html,,
2016,2,58,PIT,Sean Davis,CB,22,2021,0,0,3,18,18,70,0,0,0,0,0,0,0,0,0,0,0,201,5,2.5,Maryland,College Stats,5.9,http://www.sports-reference.com/cfb/players/sean-davis-1.html,,
2016,2,59,TAM,Roberto Aguayo,K,22,2016,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,1,,,Florida St.,College Stats,6.1,http://www.sports-reference.com/cfb/players/roberto-aguayo-1.html,,
2016,2,60,NWE,Cyrus Jones,CB,22,2019,0,0,0,4,1,31,0,0,0,0,0,0,0,0,0,0,0,11,,,Alabama,College Stats,5.9,http://www.sports-reference.com/cfb/players/cyrus-jones-2.html,,
2016,2,61,NOR,Vonn Bell,S,21,2024,0,0,7,37,12,139,0,0,0,0,0,0,0,0,0,0,0,501,8,9.5,Ohio St.,College Stats,6.2,http://www.sports-reference.com/cfb/players/vonn-bell-2.html,,
2016,2,62,CAR,James Bradberry,CB,23,2023,0,1,8,46,16,125,0,0,0,0,0,0,0,0,0,0,0,381,19,3,Samford,College Stats,5.4,http://www.sports-reference.com/cfb/players/james-bradberry-1.html,,
2016,2,63,DEN,Adam Gotsis,DT,23,2024,0,0,3,27,15,126,0,0,0,0,0,0,0,0,0,0,0,139,,10.5,Georgia Tech,College Stats,6.1,http://www.sports-reference.com/cfb/players/adam-gotsis-1.html,,
2017,1,1,CLE,Myles Garrett,DE,21,2024,4,6,8,90,90,117,0,0,0,0,0,0,0,0,0,0,0,250,,102.5,Texas A&M,College Stats,7.5,http://www.sports-reference.com/cfb/players/myles-garrett-1.html,,
2017,1,2,CHI,Mitchell Trubisky,QB,23,2024,0,1,4,39,34,78,1219,1898,12715,74,48,255,1174,13,0,0,0,,,,North Carolina,College Stats,7,http://www.sports-reference.com/cfb/players/mitch-trubisky-1.html,,
2017,1,3,SFO,Solomon Thomas,DE,21,2024,0,0,2,21,15,115,0,0,0,0,0,0,0,0,0,0,0,133,,18.5,Stanford,College Stats,7,http://www.sports-reference.com/cfb/players/solomon-thomas-2.html,,
2017,1,4,JAX,Leonard Fournette,RB,22,2023,0,0,5,38,19,81,0,2,0,0,1,1144,4518,34,312,2219,7,1,,,LSU,College Stats,7.1,http://www.sports-reference.com/cfb/players/leonard-fournette-1.html,,
2017,1,5,TEN,Corey Davis,WR,22,2022,0,0,5,31,24,78,0,0,0,0,0,6,55,0,273,3879,17,,,,Western Michigan,College Stats,6.7,http://www.sports-reference.com/cfb/players/corey-davis-3.html,,
2017,1,6,NYJ,Jamal Adams,S,21,2024,1,3,6,44,29,85,0,0,0,0,0,0,0,0,0,0,0,366,4,21.5,LSU,College Stats,7,http://www.sports-reference.com/cfb/players/jamal-adams-1.html,,
2017,1,7,LAC,Mike Williams,WR,22,2024,0,0,4,38,37,106,0,0,0,0,0,10,34,1,330,5104,32,,1,,Clemson,College Stats,6.8,http://www.sports-reference.com/cfb/players/mike-williams-17.html,,
2017,1,8,CAR,Christian McCaffrey,RB,21,2024,2,3,5,74,45,95,2,4,84,2,0,1347,6387,52,524,4466,29,1,,,Stanford,College Stats,6.4,http://www.sports-reference.com/cfb/players/christian-mccaffrey-1.html,,
2017,1,9,CIN,John Ross,WR,21,2024,0,0,1,7,5,38,0,0,0,0,0,9,41,0,63,963,11,,,,Washington,College Stats,6.7,http://www.sports-reference.com/cfb/players/john-ross-1.html,,
2017,1,10,KAN,Patrick Mahomes,QB,21,2024,2,6,7,106,106,112,2778,4171,32352,245,74,432,2243,14,2,8,0,2,,,Texas Tech,College Stats,6.3,http://www.sports-reference.com/cfb/players/patrick-mahomes-1.html,,
2017,1,11,NOR,Marshon Lattimore,CB,21,2024,0,4,6,42,41,99,0,0,0,0,0,0,0,0,0,0,0,329,15,,Ohio St.,College Stats,7,http://www.sports-reference.com/cfb/players/marshon-lattimore-1.html,,
2017,1,12,HOU,Deshaun Watson,QB,21,2024,0,3,4,58,52,73,1527,2305,17904,123,48,400,2142,20,1,6,1,1,,,Clemson,College Stats,6.8,http://www.sports-reference.com/cfb/players/deshaun-watson-1.html,,
2017,1,13,ARI,Haason Reddick,LB,22,2024,0,2,5,44,14,124,0,0,0,0,0,0,0,0,0,0,0,272,,59,Temple,College Stats,6.8,http://www.sports-reference.com/cfb/players/haason-reddick-1.html,,
2017,1,14,PHI,Derek Barnett,DE,21,2024,0,0,3,26,22,95,0,0,0,0,0,0,0,0,0,0,0,122,,29,Tennessee,College Stats,6.7,http://www.sports-reference.com/cfb/players/derek-barnett-2.html,,
2017,1,15,IND,Malik Hooker,S,21,2024,0,0,5,24,13,100,0,0,0,0,0,0,0,0,0,0,0,233,14,,Ohio St.,College Stats,7,http://www.sports-reference.com/cfb/players/malik-hooker-1.html,,
2017,1,16,BAL,Marlon Humphrey,CB,21,2024,2,4,7,58,58,116,0,0,0,0,0,0,0,0,0,0,0,353,19,6,Alabama,College Stats,6.7,http://www.sports-reference.com/cfb/players/marlon-humphrey-1.html,,
2017,1,17,WAS,Jonathan Allen,DE,22,2024,0,2,7,50,50,109,0,0,0,0,0,0,0,0,0,0,0,241,1,42,Alabama,College Stats,7,http://www.sports-reference.com/cfb/players/jonathan-allen-1.html,,
2017,1,18,TEN,Adoree' Jackson,CB,21,2024,0,0,6,28,15,97,0,0,0,0,0,5,55,0,0,0,0,330,4,,USC,College Stats,6.3,http://www.sports-reference.com/cfb/players/adoree-jackson-1.html,,
2017,1,19,TAM,O.J. Howard,TE,22,2022,0,0,4,13,12,72,0,0,0,0,0,0,0,0,129,1882,17,,,,Alabama,College Stats,7,http://www.sports-reference.com/cfb/players/oj-howard-1.html,,
2017,1,20,DEN,Garett Bolles,T,25,2024,0,0,7,45,45,116,0,0,0,0,0,0,0,0,0,0,0,,,,Utah,College Stats,6.7,http://www.sports-reference.com/cfb/players/garrett-bolles-1.html,,
2017,1,21,DET,Jarrad Davis,LB,22,2022,0,0,3,22,20,68,0,0,0,0,0,0,0,0,0,0,0,226,1,11,Florida,College Stats,6.4,http://www.sports-reference.com/cfb/players/jarrad-davis-1.html,,
2017,1,22,MIA,Charles Harris,OLB,22,2024,0,0,2,16,4,103,0,0,0,0,0,0,0,0,0,0,0,112,,19.5,Missouri,College Stats,6.7,http://www.sports-reference.com/cfb/players/charles-harris-4.html,,
2017,1,23,NYG,Evan Engram,TE,23,2024,0,2,8,34,18,108,0,0,0,0,0,16,93,1,496,4922,25,2,,,Mississippi,College Stats,6.4,http://www.sports-reference.com/cfb/players/evan-engram-1.html,,
2017,1,24,OAK,Gareon Conley,CB,22,2019,0,0,1,9,7,31,0,0,0,0,0,0,0,0,0,0,0,65,4,,Ohio St.,College Stats,6.4,http://www.sports-reference.com/cfb/players/gareon-conley-1.html,,
2017,1,25,CLE,Jabrill Peppers,S,21,2024,0,0,5,31,11,99,0,0,0,0,0,0,0,0,0,0,0,331,7,5.5,Michigan,College Stats,6.7,http://www.sports-reference.com/cfb/players/jabrill-peppers-1.html,,
2017,1,26,ATL,Takkarist McKinley,DE,21,2024,0,0,2,16,13,71,0,0,0,0,0,0,0,0,0,0,0,67,,20.5,UCLA,College Stats,6.7,http://www.sports-reference.com/cfb/players/takkarist-mckinley-1.html,,
2017,1,27,BUF,Tre'Davious White,CB,22,2024,1,2,5,48,48,93,0,0,0,0,0,0,0,0,0,0,0,258,18,3,LSU,College Stats,6.7,http://www.sports-reference.com/cfb/players/tredavious-white-1.html,,
2017,1,28,DAL,Taco Charlton,DE,22,2022,0,0,0,9,6,60,0,0,0,0,0,0,0,0,0,0,0,54,,11.5,Michigan,College Stats,7,http://www.sports-reference.com/cfb/players/taco-charlton-1.html,,
2017,1,29,CLE,David Njoku,TE,21,2024,0,1,5,26,26,106,0,0,0,0,0,4,-6,0,351,3769,30,2,,,Miami (FL),College Stats,6.8,http://www.sports-reference.com/cfb/players/david-njoku-1.html,,
2017,1,30,PIT,T.J. Watt,OLB,22,2024,4,7,8,90,90,121,0,0,0,0,0,0,0,0,0,0,0,331,7,108,Wisconsin,College Stats,6.3,http://www.sports-reference.com/cfb/players/tj-watt-1.html,,
2017,1,31,SFO,Reuben Foster,LB,23,2018,0,0,2,8,8,16,0,0,0,0,0,0,0,0,0,0,0,84,,,Alabama,College Stats,6.8,http://www.sports-reference.com/cfb/players/reuben-foster-1.html,,
2017,1,32,NOR,Ryan Ramczyk,T,23,2023,1,0,6,64,64,101,0,0,0,0,0,0,0,0,0,0,0,,,,Wisconsin,College Stats,6.7,http://www.sports-reference.com/cfb/players/ryan-ramczyk-1.html,,
2017,2,33,GNB,Kevin King,CB,22,2024,0,0,3,16,15,66,0,0,0,0,0,0,0,0,0,0,0,164,7,1,Washington,College Stats,6.1,http://www.sports-reference.com/cfb/players/kevin-king-5.html,,
2017,2,34,JAX,Cam Robinson,T,21,2024,0,0,6,40,35,101,0,0,0,0,0,0,0,0,0,0,0,,,,Alabama,College Stats,6.7,http://www.sports-reference.com/cfb/players/cam-robinson-2.html,,
2017,2,35,SEA,Malik McDowell,DT,21,2021,0,0,1,6,,15,0,0,0,0,0,0,0,0,0,0,0,19,,3,Michigan St.,College Stats,6.8,http://www.sports-reference.com/cfb/players/malik-mcdowell-1.html,,
2017,2,36,ARI,Budda Baker,S,21,2024,2,7,7,58,58,122,0,0,0,0,0,0,0,0,0,0,0,621,7,9.5,Washington,College Stats,6.3,http://www.sports-reference.com/cfb/players/budda-baker-1.html,,
2017,2,37,BUF,Zay Jones,WR,22,2024,0,0,3,25,8,115,1,2,29,0,0,8,24,0,295,3112,18,3,,,East Carolina,College Stats,6.2,http://www.sports-reference.com/cfb/players/isaiah-jones-2.html,,
2017,2,38,LAC,Forrest Lamp,G,23,2021,0,0,1,8,8,26,0,0,0,0,0,0,0,0,0,0,0,,,,Western Kentucky,College Stats,6.7,http://www.sports-reference.com/cfb/players/forrest-lamp-1.html,,
2017,2,39,NYJ,Marcus Maye,S,24,2024,0,0,5,29,21,92,0,0,0,0,0,0,0,0,0,0,0,307,9,4.5,Florida,College Stats,6.3,http://www.sports-reference.com/cfb/players/marcus-maye-1.html,,
2017,2,40,CAR,Curtis Samuel,WR,21,2024,0,0,5,29,17,105,0,0,0,0,0,126,729,7,348,3636,23,7,,,Ohio St.,College Stats,6.2,http://www.sports-reference.com/cfb/players/curtis-samuel-1.html,,
2017,2,41,MIN,Dalvin Cook,RB,22,2024,0,4,5,52,51,90,0,0,0,0,0,1357,6227,47,237,1882,5,2,,,Florida St.,College Stats,7,http://www.sports-reference.com/cfb/players/dalvin-cook-1.html,,
2017,2,42,NOR,Marcus Williams,S,20,2024,0,0,8,32,24,108,0,0,0,0,0,0,0,0,0,0,0,344,20,1,Utah,College Stats,6.3,http://www.sports-reference.com/cfb/players/marcus-williams-9.html,,
2017,2,43,PHI,Sidney Jones,CB,21,2023,0,0,2,12,5,60,0,0,0,0,0,0,0,0,0,0,0,115,4,,Washington,College Stats,7,http://www.sports-reference.com/cfb/players/sidney-jones-1.html,,
2017,2,44,LAR,Gerald Everett,TE,23,2024,0,0,3,22,10,124,0,0,0,0,0,12,61,1,292,2869,19,1,,,South Alabama,College Stats,6.4,http://www.sports-reference.com/cfb/players/gerald-everett-1.html,,
2017,2,45,CHI,Adam Shaheen,TE,22,2021,0,0,1,4,2,55,0,0,0,0,0,0,0,0,50,509,7,1,,,Ashland,,6.2,,,
2017,2,46,IND,Quincy Wilson,CB,21,2022,0,0,0,4,4,33,0,0,0,0,0,0,0,0,0,0,0,49,2,,Florida,College Stats,6.2,http://www.sports-reference.com/cfb/players/quincy-wilson-2.html,,
2017,2,47,BAL,Tyus Bowser,OLB,22,2024,0,0,1,21,18,98,0,0,0,0,0,0,0,0,0,0,0,99,4,19.5,Houston,College Stats,6.1,http://www.sports-reference.com/cfb/players/tyus-bowser-1.html,,
2017,2,48,CIN,Joe Mixon,RB,21,2024,0,2,6,56,49,111,0,1,0,0,0,1816,7428,60,319,2448,14,1,,,Oklahoma,College Stats,6.4,http://www.sports-reference.com/cfb/players/joe-mixon-1.html,,
2017,2,49,WAS,Ryan Anderson,OLB,23,2022,0,0,0,6,6,57,0,0,0,0,0,0,0,0,0,0,0,56,,6,Alabama,College Stats,6.3,http://www.sports-reference.com/cfb/players/ryan-anderson-1.html,,
